article_no,reorder_qty,last_date_modified
22001215,0,2020-11-29
22001216,0,2020-11-29
22001217,0,2020-11-29
22001218,0,2020-11-29
22001219,0,2020-11-29
22001220,0,2020-11-29
22001221,0,2020-11-29
22001222,0,2020-11-29
22001223,0,2020-11-29
22001224,0,2020-11-29
22001225,0,2020-11-29
22001226,0,2020-11-29
22001227,0,2020-11-29
22001228,0,2020-11-29
22001229,0,2020-11-29
22001230,0,2020-11-29
22001231,0,2020-11-29
22001232,0,2020-11-29
22001233,0,2020-11-29
22001234,0,2020-11-29
22001235,0,2020-11-29
22001236,0,2020-11-29
22001237,0,2020-11-29
22001238,0,2020-11-29
22001239,0,2020-11-29
22001240,0,2020-11-29
22001241,0,2020-11-29
22001242,0,2020-11-29
22001243,0,2020-11-29
22001244,0,2020-11-29
22001245,0,2020-11-29
22001246,0,2020-11-29
22001248,0,2020-11-29
22001249,0,2020-11-29
22001250,0,2020-11-29
22001251,0,2020-11-29
22001252,0,2020-11-29
22001253,0,2020-11-29
22001254,0,2020-11-29
22001255,0,2020-11-29
22001256,0,2020-11-29
22001257,0,2020-11-29
22001258,0,2020-11-29
22001259,0,2020-11-29
22001260,0,2020-11-29
22001261,0,2020-11-29
22001262,0,2020-11-29
22001263,0,2020-11-29
22001264,0,2020-11-29
22001265,0,2020-11-29
22001266,0,2020-11-29
22001267,0,2020-11-29
22001268,0,2020-11-29
22001269,0,2020-11-29
22001270,0,2020-11-29
22001271,0,2020-11-29
22001272,0,2020-11-29
22001273,0,2020-11-29
22001274,0,2020-11-29
22001275,0,2020-11-29
22001276,0,2020-11-29
22001277,0,2020-11-29
22001278,0,2020-11-29
22001279,0,2020-11-29
22001280,0,2020-11-29
22001281,0,2020-11-29
22001282,0,2020-11-29
22001283,0,2020-11-29
22001284,0,2020-11-29
22001285,0,2020-11-29
22001286,0,2020-11-29
22001287,0,2020-11-29
22001288,0,2020-11-29
22001289,15,2020-11-29
22001290,0,2020-11-29
22001291,0,2020-11-29
22001292,0,2020-11-29
22001293,0,2020-11-29
22001294,0,2020-11-29
22001296,25,2020-11-29
22001298,0,2020-11-29
22001299,0,2020-11-29
22001300,0,2020-11-29
22001301,0,2020-11-29
22001302,0,2020-11-29
22001303,0,2020-11-29
22001304,0,2020-11-29
22001305,0,2020-11-29
22001306,0,2020-11-29
22001307,0,2020-11-29
22001308,0,2020-11-29
22001309,0,2020-11-29
22001310,0,2020-11-29
22001311,0,2020-11-29
22001312,0,2020-11-29
22001313,0,2020-11-29
22001314,0,2020-11-29
22001315,0,2020-11-29
22001316,0,2020-11-29
22001317,0,2020-11-29
22001318,0,2020-11-29
22001319,0,2020-11-29
22001320,0,2020-11-29
22001321,0,2020-11-29
22001322,0,2020-11-29
22001323,0,2020-11-29
22001324,0,2020-11-29
22001325,0,2020-11-29
22001326,0,2020-11-29
22001327,0,2020-11-29
22001328,0,2020-11-29
22001329,0,2020-11-29
22001330,0,2020-11-29
22001331,0,2020-11-29
22001332,0,2020-11-29
22001333,0,2020-11-29
22001334,0,2020-11-29
22001338-2,0,2020-11-29
22001338-3,0,2020-11-29
22001339-3,0,2020-11-29
22001339-4,0,2020-11-29
22001339-5,0,2020-11-29
22001340-2,0,2020-11-29
22001340-3,0,2020-11-29
22001341,0,2020-11-29
22001342,200,2020-11-29
22001342-1,0,2020-11-29
22001343,100,2020-11-29
22001344,100,2020-11-29
22001345,0,2020-11-29
22001346,0,2020-11-29
22001347,0,2020-11-29
22001348,0,2020-11-29
22001349,0,2020-11-29
22001350,0,2020-11-29
22001351,0,2020-11-29
22001353,0,2020-11-29
22001354,0,2020-11-29
22001355,0,2020-11-29
22001356,0,2020-11-29
22001357,0,2020-11-29
22001359,0,2020-11-29
22001360,0,2020-11-29
22001361,0,2020-11-29
22001362,0,2020-11-29
22001363,0,2020-11-29
22001364,0,2020-11-29
22001366,0,2020-11-29
22001367,0,2020-11-29
22001368,0,2020-11-29
22001369,0,2020-11-29
22001370,0,2020-11-29
22001371,1,2020-11-29
22001373,800,2020-11-29
22001374,0,2020-11-29
22001375,0,2020-11-29
22001376,0,2020-11-29
22001377,0,2020-11-29
22001378,0,2020-11-29
22001379,0,2020-11-29
22001380,0,2020-11-29
22001381,0,2020-11-29
22001385,0,2020-11-29
22001389,0,2020-11-29
22001390,0,2020-11-29
22001391,0,2020-11-29
22001393,0,2020-11-29
22001394,0,2020-11-29
22001395,0,2020-11-29
22001396,0,2020-11-29
22001399,20,2020-11-29
22001400,0,2020-11-29
22001401,0,2020-11-29
22001402,0,2020-11-29
22001403,100,2020-11-29
22001404,0,2020-11-29
22001405,0,2020-11-29
22001406,0,2020-11-29
22001407,0,2020-11-29
22001408,1000,2020-11-29
22001409,0,2020-11-29
22001410,0,2020-11-29
22001411,0,2020-11-29
22001414,0,2020-11-29
22001415,0,2020-11-29
22001418,1080,2020-11-29
22001419,900,2020-11-29
22001422,500,2020-11-29
22001423,500,2020-11-29
22001424,0,2020-11-29
22001425,100,2020-11-29
22001426,5000,2020-11-29
22001427,0,2020-11-29
22001428,440,2020-11-29
22001429,0,2020-11-29
22001432,500,2020-11-29
22001435,500,2020-11-29
22001436,1,2020-11-29
22001438,1,2020-11-29
22001440,1,2020-11-29
22001441,800,2020-11-29
22001442,1,2020-11-29
22001444,1,2020-11-29
22001445,1,2020-11-29
22001446,1,2020-11-29
22001447,1,2020-11-29
22001448,1,2020-11-29
22001449,1,2020-11-29
22001451,1,2020-11-29
22001452,500,2020-11-29
22001460,2000,2020-11-29
22001461,720,2020-11-29
22001463,720,2020-11-29
22001464,720,2020-11-29
22001465,4960,2020-11-29
22001467,1,2020-11-29
22001470,1,2020-11-29
22001474,1,2020-11-29
22001477,1,2020-11-29
22001478,1,2020-11-29
22001479,0,2020-11-29
22001480,1,2020-11-29
22001481,36000,2020-11-29
22001482,100,2020-11-29
22001483,5000,2020-11-29
22001484,0,2020-11-29
22001485,400,2020-11-29
22001486,500,2020-11-29
22001489,1,2020-11-29
22001490,0,2020-11-29
22001491,1040,2020-11-29
22001492,1,2020-11-29
22001493,1,2020-11-29
22001494,880,2020-11-29
22001495,1000,2020-11-29
22001496,370,2020-11-29
22001497,0,2020-11-29
22001498,0,2020-11-29
22001499,1,2020-11-29
22001500,0,2020-11-29
22001501,0,2020-11-29
22001505,20,2020-11-29
22001506,1,2020-11-29
22001509,25,2020-11-29
22001510,0,2020-11-29
22001514,0,2020-11-29
22001517,100,2020-11-29
22001519,1000,2020-11-29
22001520,500,2020-11-29
22001521,500,2020-11-29
22001522,500,2020-11-29
22001523,500,2020-11-29
22001524,300,2020-11-29
22001525,25,2020-11-29
22001527,0,2020-11-29
22001528,1,2020-11-29
22001529,100,2020-11-29
22001531,1,2020-11-29
22001532,160,2020-11-29
22001535,1000,2020-11-29
22001536,5000,2020-11-29
22001537,0,2020-11-29
22001538,0,2020-11-29
22001539,0,2020-11-29
22001540,0,2020-11-29
22001543,0,2020-11-29
22001545,400,2020-11-29
22001600,0,2020-11-29
22001601,0,2020-11-29
22001602,0,2020-11-29
22001603,0,2020-11-29
22001604,0,2020-11-29
22001606,0,2020-11-29
22001608-1,0,2020-11-29
22001609,0,2020-11-29
22001611,0,2020-11-29
22001613,100,2020-11-29
22001614,0,2020-11-29
22001615,0,2020-11-29
22001617,25,2020-11-29
22001618,20000,2020-11-29
22001620,1,2020-11-29
22001621,0,2020-11-29
22001622,0,2020-11-29
22001623,0,2020-11-29
22001624,200,2020-11-29
22001625,0,2020-11-29
22001626,0,2020-11-29
22001628,0,2020-11-29
22001631,100,2020-11-29
22001632,0,2020-11-29
22001633,0,2020-11-29
22001634,0,2020-11-29
22001635,100,2020-11-29
22001636,0,2020-11-29
22001637,2000,2020-11-29
22001639,0,2020-11-29
22001640,0,2020-11-29
22001641,0,2020-11-29
22001646,200,2020-11-29
22001647,0,2020-11-29
22001648,1000,2020-11-29
22001651,0,2020-11-29
22001652,50,2020-11-29
22001653,0,2020-11-29
22001654,0,2020-11-29
22001655,0,2020-11-29
2209749,0,2020-11-29
22100866,2500,2020-11-29
22V00001,0,2020-11-29
22V00002,0,2020-11-29
22V00003,0,2020-11-29
22V00004,0,2020-11-29
22V00005,0,2020-11-29
22V00006,0,2020-11-29
22V00007,0,2020-11-29
22V00008,0,2020-11-29
22V00009,0,2020-11-29
22V00010,0,2020-11-29
22V00011,0,2020-11-29
22V00012,0,2020-11-29
22V00013,0,2020-11-29
22V00014,0,2020-11-29
22V00015,0,2020-11-29
22V00016,0,2020-11-29
22V00017,0,2020-11-29
22V00018,0,2020-11-29
22V00019,0,2020-11-29
22V00020,0,2020-11-29
22V00021,0,2020-11-29
22V00022,0,2020-11-29
22V00023,0,2020-11-29
22V00024,0,2020-11-29
22V00025,0,2020-11-29
22V00026,0,2020-11-29
22V00027,0,2020-11-29
22V00028,0,2020-11-29
22V00029,0,2020-11-29
22V00030,0,2020-11-29
22V00031,0,2020-11-29
22V00032,0,2020-11-29
22V00033,0,2020-11-29
22V00034,0,2020-11-29
22V00035,0,2020-11-29
22V00036,0,2020-11-29
22V00037,0,2020-11-29
22V00038,0,2020-11-29
22V00039,0,2020-11-29
22V00040,0,2020-11-29
22V00041,0,2020-11-29
22V00042,0,2020-11-29
22V00043,0,2020-11-29
22V00044,0,2020-11-29
22V00045,0,2020-11-29
22V00046,0,2020-11-29
22V00047,0,2020-11-29
22V00048,0,2020-11-29
22V00049,0,2020-11-29
22V00050,0,2020-11-29
22V00051,0,2020-11-29
22V00052,0,2020-11-29
22V00053,0,2020-11-29
22V00054,0,2020-11-29
22V00055,0,2020-11-29
22V00056,0,2020-11-29
22V00057,0,2020-11-29
22V00058,0,2020-11-29
22V00059,0,2020-11-29
22V00060,0,2020-11-29
22V0006017,0,2020-11-29
22V00061,0,2020-11-29
22V00062,0,2020-11-29
22V00063,0,2020-11-29
22V00064,0,2020-11-29
22V00065,0,2020-11-29
22V00066,0,2020-11-29
22V00067,0,2020-11-29
22V00068,0,2020-11-29
22V00069,0,2020-11-29
22V00070,0,2020-11-29
22V00071,0,2020-11-29
22V00072,0,2020-11-29
22V00073,0,2020-11-29
22V00074,0,2020-11-29
22V00075,0,2020-11-29
22V00076,0,2020-11-29
22V00077,0,2020-11-29
22V00078,0,2020-11-29
22V00079,0,2020-11-29
22V0008001,0,2020-11-29
22V00082,0,2020-11-29
22V00083,0,2020-11-29
22V00084,0,2020-11-29
22V00085,0,2020-11-29
22V00086,0,2020-11-29
22V00087,0,2020-11-29
22V00088,0,2020-11-29
22V00090,0,2020-11-29
22V00091,0,2020-11-29
22V00092,0,2020-11-29
22V00093,0,2020-11-29
22V00094,0,2020-11-29
22V00096,0,2020-11-29
22V00098,0,2020-11-29
22V00099,0,2020-11-29
22V00100,0,2020-11-29
22V00101,0,2020-11-29
22V00102,0,2020-11-29
22V00103,0,2020-11-29
22V00104,0,2020-11-29
22V00105,0,2020-11-29
22V00106,0,2020-11-29
22V00107,0,2020-11-29
22V00108,0,2020-11-29
22V00111,0,2020-11-29
22V00112,0,2020-11-29
22V00115,0,2020-11-29
22V00117,0,2020-11-29
22V00118,0,2020-11-29
22V00119,0,2020-11-29
22V00120,0,2020-11-29
22V00121,0,2020-11-29
22V00122,0,2020-11-29
22V00123,0,2020-11-29
22V00124,0,2020-11-29
22V00125,0,2020-11-29
22V00126,0,2020-11-29
22V00127,0,2020-11-29
22V00128,0,2020-11-29
22V00129,0,2020-11-29
22V00130,0,2020-11-29
22V00131,0,2020-11-29
22V00132,0,2020-11-29
22V00133,0,2020-11-29
22V00134,0,2020-11-29
22V00135,0,2020-11-29
22V00136,0,2020-11-29
22V00137,0,2020-11-29
22V00138,0,2020-11-29
22V00139,0,2020-11-29
22V00140,0,2020-11-29
22V00141,0,2020-11-29
22V00142,0,2020-11-29
22V00200,0,2020-11-29
22V00201,0,2020-11-29
22V00202,0,2020-11-29
22V00203,0,2020-11-29
22V00204,0,2020-11-29
22V00205,0,2020-11-29
22V00206,0,2020-11-29
22V00207,0,2020-11-29
22V00208,0,2020-11-29
22V00209,0,2020-11-29
22V00210,0,2020-11-29
22V00211,1000,2020-11-29
22V00212,0,2020-11-29
22V00213,0,2020-11-29
22V00214,1,2020-11-29
22V00215,0,2020-11-29
22V00216,0,2020-11-29
22V00218,0,2020-11-29
22V00219,0,2020-11-29
22V00220,0,2020-11-29
22V00221,0,2020-11-29
22V00222,0,2020-11-29
22V00223,0,2020-11-29
22V00224,0,2020-11-29
22V00225,0,2020-11-29
22V00226,0,2020-11-29
22V00227,0,2020-11-29
22V00228,0,2020-11-29
22V00229,0,2020-11-29
22V00230,0,2020-11-29
22V00231,0,2020-11-29
22V00232,0,2020-11-29
22V00233,0,2020-11-29
22V00234,0,2020-11-29
22V00235,0,2020-11-29
22V00236,0,2020-11-29
22V00237,0,2020-11-29
22V00238,0,2020-11-29
22V00239,0,2020-11-29
22V00240,0,2020-11-29
22V00241,0,2020-11-29
22V00242,0,2020-11-29
22V00243,0,2020-11-29
22V00244,0,2020-11-29
22V00245,0,2020-11-29
22V00246,0,2020-11-29
22V00247,0,2020-11-29
22V00248,0,2020-11-29
22V00249,0,2020-11-29
22V00250,0,2020-11-29
22V00251,0,2020-11-29
22V00252,1,2020-11-29
22V00253,1,2020-11-29
22V00254,0,2020-11-29
22V00255,0,2020-11-29
22V00256,1,2020-11-29
22V00257,0,2020-11-29
22V00258,0,2020-11-29
22V00259,0,2020-11-29
22V00260,0,2020-11-29
22V00261,0,2020-11-29
22V00262,0,2020-11-29
22V00263,0,2020-11-29
22V00264,0,2020-11-29
22V00265,0,2020-11-29
22V00266,0,2020-11-29
22V00267,0,2020-11-29
22V00268,0,2020-11-29
22V00269,0,2020-11-29
22V00270,0,2020-11-29
22V00271,0,2020-11-29
22V00272,0,2020-11-29
22V00273,0,2020-11-29
22V00274,0,2020-11-29
22V00275,0,2020-11-29
22V00276,0,2020-11-29
22V00277,0,2020-11-29
22V00278,0,2020-11-29
22V00279,0,2020-11-29
22V00280,0,2020-11-29
22V00281,0,2020-11-29
22V00282,0,2020-11-29
22V00283,0,2020-11-29
22V00284,0,2020-11-29
22V00285,0,2020-11-29
22V00286,0,2020-11-29
22V00287,0,2020-11-29
22V00288,0,2020-11-29
22V00289,0,2020-11-29
22V00290,0,2020-11-29
22V00292,0,2020-11-29
22V00293,0,2020-11-29
22V00294,0,2020-11-29
22V00295,0,2020-11-29
22V00296,0,2020-11-29
22V00297,0,2020-11-29
22V00298,0,2020-11-29
22V00299,0,2020-11-29
22V00300,0,2020-11-29
22V00301,0,2020-11-29
22V00302,0,2020-11-29
22V00303,0,2020-11-29
22V00304,0,2020-11-29
22V00305,0,2020-11-29
22V00306,0,2020-11-29
22V00307,0,2020-11-29
22V00308,0,2020-11-29
22V00309,0,2020-11-29
22V00310,0,2020-11-29
22V00311,0,2020-11-29
22V00312,0,2020-11-29
22V00313,0,2020-11-29
22V00314,0,2020-11-29
22V00315,0,2020-11-29
22V00316,0,2020-11-29
22V00317,1,2020-11-29
22V00318,0,2020-11-29
22V00320,1,2020-11-29
22V00321,0,2020-11-29
22V00322,0,2020-11-29
22V00323,0,2020-11-29
22V00324,0,2020-11-29
22V00325,0,2020-11-29
22V00326,0,2020-11-29
22V00327,0,2020-11-29
22V00328,0,2020-11-29
22V00329,0,2020-11-29
22V00330,0,2020-11-29
22V00331,0,2020-11-29
22V00332,0,2020-11-29
22V00333,0,2020-11-29
22V00334,0,2020-11-29
22V00335,0,2020-11-29
22V00336,0,2020-11-29
22V00337,0,2020-11-29
22V00338,0,2020-11-29
22V00339,0,2020-11-29
22V00340,0,2020-11-29
22V00341,0,2020-11-29
22V00342,0,2020-11-29
22V00343,0,2020-11-29
22V00344,0,2020-11-29
22V00346,0,2020-11-29
22V00347,0,2020-11-29
22V00348,0,2020-11-29
22V00349,0,2020-11-29
22V00350,0,2020-11-29
22V00351,0,2020-11-29
22V00352,0,2020-11-29
22V00353,0,2020-11-29
22V00354,0,2020-11-29
22V00355,0,2020-11-29
22V00356,0,2020-11-29
22V00357,0,2020-11-29
22V00358,0,2020-11-29
22V00359,0,2020-11-29
22V00360,0,2020-11-29
22V00361,0,2020-11-29
22V00362,0,2020-11-29
22V00363,0,2020-11-29
22V00364,0,2020-11-29
22V00365,0,2020-11-29
22V00367,0,2020-11-29
22V00368,0,2020-11-29
22V00369,0,2020-11-29
22V00370,0,2020-11-29
22V00371,0,2020-11-29
22V00372,0,2020-11-29
22V00373,0,2020-11-29
22V00374,0,2020-11-29
22V00375,0,2020-11-29
22V00376,0,2020-11-29
22V00377,0,2020-11-29
22V00378,0,2020-11-29
22V00380,0,2020-11-29
22V00381,0,2020-11-29
22V00382,0,2020-11-29
22V00386,0,2020-11-29
22V00391,0,2020-11-29
22V00392,0,2020-11-29
22V00394,0,2020-11-29
22V00395,0,2020-11-29
22V00397,0,2020-11-29
22V00398,0,2020-11-29
22V00399,0,2020-11-29
22V0320500,0,2020-11-29
22V0515009,0,2020-11-29
23000000,1,2020-11-29
23000001,1,2020-11-29
23V00001,0,2020-11-29
23V000013,0,2020-11-29
23V00002,0,2020-11-29
23V00003,0,2020-11-29
23V00004,0,2020-11-29
23V00005,0,2020-11-29
23V00006,0,2020-11-29
23V00007,0,2020-11-29
23V00008,0,2020-11-29
23V00009,0,2020-11-29
23V00010,0,2020-11-29
23V00011,0,2020-11-29
23V00012,0,2020-11-29
23V00014,0,2020-11-29
23V00015,0,2020-11-29
23V00016,0,2020-11-29
23V00017,0,2020-11-29
23V00018,0,2020-11-29
23V00019,0,2020-11-29
23V00020,0,2020-11-29
23V00021,0,2020-11-29
23V00022,0,2020-11-29
23V00023,0,2020-11-29
23V00024,0,2020-11-29
23V00025,0,2020-11-29
23V00026,0,2020-11-29
23V00027,0,2020-11-29
23V00028,0,2020-11-29
23V00029,0,2020-11-29
23V00030,0,2020-11-29
23V00031,0,2020-11-29
23V00032,0,2020-11-29
23V00033,0,2020-11-29
23V00034,0,2020-11-29
23V00035,0,2020-11-29
23V00037,0,2020-11-29
23V00038,0,2020-11-29
23V00039,0,2020-11-29
23V00040,0,2020-11-29
23V00041,0,2020-11-29
23V00042,0,2020-11-29
23V00043,0,2020-11-29
23V00044,0,2020-11-29
23V00045,0,2020-11-29
23V00046,0,2020-11-29
23V00047,0,2020-11-29
23V00048,0,2020-11-29
23V00049,0,2020-11-29
23V00050,1,2020-11-29
23V00051,0,2020-11-29
23V00052,500,2020-11-29
23V00053,0,2020-11-29
23V00054,0,2020-11-29
23V00055,0,2020-11-29
23V00056,1,2020-11-29
23V00057,1,2020-11-29
23V00058,0,2020-11-29
23V00059,0,2020-11-29
23V00060,0,2020-11-29
23V00061,0,2020-11-29
23V00062,0,2020-11-29
23V00063,0,2020-11-29
23V00064,0,2020-11-29
23V00065,0,2020-11-29
23V00066,0,2020-11-29
23V00067,0,2020-11-29
23V00068,0,2020-11-29
23V00069,0,2020-11-29
23V00070,0,2020-11-29
23V00071,0,2020-11-29
23V00072,0,2020-11-29
23V00073,0,2020-11-29
23V00074,0,2020-11-29
23V00075,0,2020-11-29
23V00076,0,2020-11-29
23V00077,0,2020-11-29
23V00078,0,2020-11-29
23V00079,0,2020-11-29
23V00080,0,2020-11-29
23V00081,0,2020-11-29
23V00082,0,2020-11-29
23V00083,0,2020-11-29
23V00084,0,2020-11-29
23V00085,0,2020-11-29
23V00086,0,2020-11-29
23V00087,0,2020-11-29
23V00088,0,2020-11-29
23V00089,0,2020-11-29
23V00090,0,2020-11-29
23V00091,0,2020-11-29
23V00092,0,2020-11-29
23V00093,0,2020-11-29
23V00094,0,2020-11-29
23V00095,0,2020-11-29
23V00096,0,2020-11-29
23V00097,0,2020-11-29
23V00098,0,2020-11-29
23V00099,0,2020-11-29
23V00100,0,2020-11-29
23V00101,0,2020-11-29
23V00102,0,2020-11-29
23V00103,0,2020-11-29
23V00104,0,2020-11-29
23V00105,0,2020-11-29
23V00106,0,2020-11-29
23V00107,0,2020-11-29
23V00108,0,2020-11-29
23V00109,0,2020-11-29
23V00110,0,2020-11-29
23V00111,0,2020-11-29
23V00112,0,2020-11-29
23V00113,0,2020-11-29
24000003,0,2020-11-29
24000008,0,2020-11-29
24000024-1,0,2020-11-29
24000024-2,0,2020-11-29
24000026,0,2020-11-29
24000031,0,2020-11-29
24000032,0,2020-11-29
24000033,0,2020-11-29
24000034,0,2020-11-29
24000035,0,2020-11-29
24000036,0,2020-11-29
24000037,0,2020-11-29
24000038,0,2020-11-29
24000040,0,2020-11-29
24000041,0,2020-11-29
24000042,0,2020-11-29
24000043,0,2020-11-29
24000044,0,2020-11-29
24000045,0,2020-11-29
24000046,5,2020-11-29
24000048,0,2020-11-29
24000049,0,2020-11-29
24000050,0,2020-11-29
24000051,0,2020-11-29
24000052,0,2020-11-29
24000056,0,2020-11-29
24000057,0,2020-11-29
24000058,0,2020-11-29
24000060,50,2020-11-29
24000061,0,2020-11-29
24000063,0,2020-11-29
24000064,0,2020-11-29
24000066,0,2020-11-29
24000067,0,2020-11-29
24000068,0,2020-11-29
24000069,0,2020-11-29
24000070,0,2020-11-29
24000071,0,2020-11-29
24000072,0,2020-11-29
24000073,0,2020-11-29
24000074,0,2020-11-29
24000075,0,2020-11-29
24000076,100,2020-11-29
24000077,0,2020-11-29
24000078,0,2020-11-29
24000082,0,2020-11-29
24000083,300,2020-11-29
24000084,0,2020-11-29
24000085,0,2020-11-29
24000086,0,2020-11-29
24000087,0,2020-11-29
24000090,0,2020-11-29
24000091,0,2020-11-29
24000092,0,2020-11-29
24000093,80,2020-11-29
24000097,0,2020-11-29
24000098,0,2020-11-29
24000099,0,2020-11-29
24000100,0,2020-11-29
24000102,0,2020-11-29
24000103,0,2020-11-29
24000104,150,2020-11-29
24000105,0,2020-11-29
24000106,0,2020-11-29
24000107,0,2020-11-29
24000160,0,2020-11-29
25000019,0,2020-11-29
25000031,500,2020-11-29
25000033,500,2020-11-29
25000034,0,2020-11-29
25000044,10000,2020-11-29
25000047,100,2020-11-29
25100002,0,2020-11-29
25100003,80,2020-11-29
25100004,0,2020-11-29
25100005,0,2020-11-29
25100011,0,2020-11-29
25100012,0,2020-11-29
25100013,0,2020-11-29
25100014,0,2020-11-29
25100015,0,2020-11-29
25100017,0,2020-11-29
25100020,0,2020-11-29
25100024,0,2020-11-29
25100029,0,2020-11-29
25100033,0,2020-11-29
25100035,0,2020-11-29
25100036,0,2020-11-29
25100037,0,2020-11-29
25100038,0,2020-11-29
25100039,0,2020-11-29
25100040,0,2020-11-29
25100041,0,2020-11-29
25100042,0,2020-11-29
25100043,0,2020-11-29
26001001,0,2020-11-29
26001008,0,2020-11-29
26001009,0,2020-11-29
26001011,1000,2020-11-29
26002001,0,2020-11-29
26002002,0,2020-11-29
26002003,0,2020-11-29
26002006,0,2020-11-29
26002007,0,2020-11-29
26002009,0,2020-11-29
26002010,0,2020-11-29
26002011,0,2020-11-29
26002012,0,2020-11-29
26002013,0,2020-11-29
26002014,0,2020-11-29
26002015,0,2020-11-29
26002016,0,2020-11-29
26002017,0,2020-11-29
26002018,0,2020-11-29
26002019,0,2020-11-29
26002020,0,2020-11-29
26002021,0,2020-11-29
26002022,0,2020-11-29
26002023,0,2020-11-29
26002024,0,2020-11-29
26002025,0,2020-11-29
26002026,0,2020-11-29
26002027,0,2020-11-29
26002028,0,2020-11-29
26002029,0,2020-11-29
26003007,36000,2020-11-29
26003008,6000,2020-11-29
26003020,1000,2020-11-29
27302759,26400,2020-11-29
27302834,50000,2020-11-29
27302863,0,2020-11-29
27302864,0,2020-11-29
27302865,0,2020-11-29
27302867,45000,2020-11-29
27302900,10000,2020-11-29
27302901,0,2020-11-29
27302902,0,2020-11-29
27302903,0,2020-11-29
27302904,200,2020-11-29
27303098,1,2020-11-29
27303100,1,2020-11-29
27303102,1,2020-11-29
27405158,1,2020-11-29
27405188,0,2020-11-29
27405190,0,2020-11-29
27405233,0,2020-11-29
27405234,0,2020-11-29
27405246,1,2020-11-29
27405255,0,2020-11-29
27405256,0,2020-11-29
27405256-1,50,2020-11-29
27405289,1,2020-11-29
27405387,10000,2020-11-29
27405442,0,2020-11-29
27405443,0,2020-11-29
27405444,0,2020-11-29
27405445,0,2020-11-29
27405446,0,2020-11-29
27405447,0,2020-11-29
27405448,0,2020-11-29
27405450,0,2020-11-29
27405451,0,2020-11-29
27405452,0,2020-11-29
27405453,0,2020-11-29
27405454,0,2020-11-29
27405455,0,2020-11-29
27405456,0,2020-11-29
27405457,0,2020-11-29
27405458,0,2020-11-29
27405459,0,2020-11-29
27405460,0,2020-11-29
27405475,1,2020-11-29
27405510,1,2020-11-29
27405512,1,2020-11-29
27405519,0,2020-11-29
27405563,1,2020-11-29
27405574,1,2020-11-29
27405640,0,2020-11-29
27405662,0,2020-11-29
27405882,1,2020-11-29
27405886,1,2020-11-29
27601044,0,2020-11-29
27601055,0,2020-11-29
27601077,0,2020-11-29
27601100,2000,2020-11-29
27601276,20,2020-11-29
27601704,0,2020-11-29
27601748,1,2020-11-29
27601949,1,2020-11-29
27601950,0,2020-11-29
27601951,1,2020-11-29
27601961,1,2020-11-29
27602002,0,2020-11-29
27602045,1,2020-11-29
27602325,0,2020-11-29
27602369,0,2020-11-29
27602380,0,2020-11-29
27602386,1,2020-11-29
27602397,0,2020-11-29
27602403,300,2020-11-29
27602429,0,2020-11-29
27602430,2200,2020-11-29
27602434,0,2020-11-29
27602435,0,2020-11-29
27602436,0,2020-11-29
27602455,0,2020-11-29
27602464,0,2020-11-29
27602474,0,2020-11-29
27602507,1,2020-11-29
27602518,1,2020-11-29
27602527,0,2020-11-29
27602529,2000,2020-11-29
27602540,0,2020-11-29
27602551,0,2020-11-29
27602562,0,2020-11-29
27602584,0,2020-11-29
27602595,1,2020-11-29
27602606,0,2020-11-29
27602617,0,2020-11-29
27602620,0,2020-11-29
27602628,0,2020-11-29
27602639,0,2020-11-29
27602650,0,2020-11-29
27602849,0,2020-11-29
27602859,0,2020-11-29
27602936,0,2020-11-29
27603442,0,2020-11-29
27603464,0,2020-11-29
27603595,0,2020-11-29
27900079,1000,2020-11-29
27900508,5000,2020-11-29
27900585,0,2020-11-29
27900612,5000,2020-11-29
27900630,30000,2020-11-29
27900662,10000,2020-11-29
27900762,0,2020-11-29
27901751,1,2020-11-29
27906921,0,2020-11-29
27906999,50,2020-11-29
27907000,1,2020-11-29
280002655,0,2020-11-29
28000410,0,2020-11-29
28000619,1000,2020-11-29
28001171,0,2020-11-29
28001224,0,2020-11-29
28001466,0,2020-11-29
28001642,1,2020-11-29
28001653,0,2020-11-29
28001774,0,2020-11-29
28001972,0,2020-11-29
28002203,1500,2020-11-29
28002247,1,2020-11-29
28002302,0,2020-11-29
28002489,0,2020-11-29
28002500,0,2020-11-29
28002511,2000,2020-11-29
28002555,0,2020-11-29
28002566,0,2020-11-29
28002610,0,2020-11-29
28002643,0,2020-11-29
28002665,0,2020-11-29
28002687,1000,2020-11-29
28002720,0,2020-11-29
28002731,0,2020-11-29
28002753,0,2020-11-29
28002764,0,2020-11-29
28002775,0,2020-11-29
28002808,0,2020-11-29
28002819,0,2020-11-29
28002940,0,2020-11-29
28003116,0,2020-11-29
28003303,0,2020-11-29
28003336,0,2020-11-29
28003337,0,2020-11-29
28003347,0,2020-11-29
28003479,10000,2020-11-29
28003490,0,2020-11-29
28003501,0,2020-11-29
28003622,0,2020-11-29
28003655,0,2020-11-29
28003919,0,2020-11-29
28004150,0,2020-11-29
28004425,0,2020-11-29
28004612,0,2020-11-29
28004623,0,2020-11-29
28004645,40000,2020-11-29
28007802,0,2020-11-29
28007813,0,2020-11-29
28021992,0,2020-11-29
28028977,0,2020-11-29
28029131,0,2020-11-29
28029164,0,2020-11-29
