vendor_no,vendor_name,order_no,delivery_no,city,postcode,country,longitude,latitude,expected_date,order_date,posting_date,promised_date,requested_date,delivery_date,region,days_variance,otd_ld
K04659,Robert Bosch GmbH,EB20/0328,HDE0001158,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-09-18,2020-08-09,2020-09-18,2020-09-18,2020-09-18,2020-09-17,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1409,HDE0H03346,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-09-18,2020-07-08,2020-09-18,2020-09-18,2020-09-18,2020-09-17,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1409,HDE0H03347,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-09-18,2020-07-08,2020-09-18,2020-09-18,2020-09-18,2020-09-17,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1409,HDE0H03443,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-09-18,2020-07-08,2020-09-18,2020-09-18,2020-09-18,2020-09-17,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1409,HDE0H03444,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-09-18,2020-07-08,2020-09-18,2020-09-18,2020-09-18,2020-09-17,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1409,HDE0H03448,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-09-18,2020-07-08,2020-09-18,2020-09-18,2020-09-18,2020-09-17,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1640,HDE0H26001,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-09-21,2020-08-09,2020-09-21,2020-09-21,2020-09-21,2020-09-20,Germany,1,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1456,DMR0000003,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-09-16,2020-06-07,2020-09-18,2020-09-16,2020-11-09,2020-09-17,Germany,-1,Late Delivery
K03252,TE Connectivity Germany GmbH,EB20/1595,TF00000006,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-09-18,2020-07-09,2020-09-21,2020-09-18,2020-09-18,2020-09-20,Germany,-2,Late Delivery
K03252,TE Connectivity Germany GmbH,EB20/1659,PH00000005,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-09-21,2020-09-16,2020-09-21,2022-02-02,2020-09-18,2020-09-20,Germany,500,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1508,TF00000005,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-09-21,2020-08-09,2020-09-21,2020-09-18,2020-09-18,2020-09-20,Germany,-2,Late Delivery
K03252,TE Connectivity Germany GmbH,EB20/1659,PH00000004,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2022-02-02,2020-09-16,2020-09-21,2022-02-02,2020-09-18,2020-09-20,Germany,500,On-Time Delivery
K00016,Höttges,EB20/1496,40063526,Berlin,13437,Germany,13.3313128005558,52.5918836351775,2020-09-25,2020-08-19,2020-09-22,2020-09-25,2020-09-25,2020-09-21,Germany,4,On-Time Delivery
K00016,Höttges,EB20/1496,40063527,Berlin,13437,Germany,13.3313128005558,52.5918836351775,2020-09-25,2020-08-19,2020-09-22,2020-09-25,2020-09-25,2020-09-21,Germany,4,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0333,HDE0H17015,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-09-18,2020-08-09,2020-09-22,2020-09-18,2020-09-18,2020-09-21,Germany,-3,Late Delivery
K03909,Nordpack GmbH,EB20/1483,22001544,Isernhagen,30916,Germany,9.85034511237563,52.4578558876933,2020-09-23,2020-08-20,2020-09-23,2022-02-02,2020-09-25,2020-09-22,Germany,498,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0331,HDE0H11032,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-09-23,2020-09-17,2020-09-23,2020-09-24,2020-09-24,2020-09-22,Germany,2,On-Time Delivery
K00313,Chemet GmbH,EB20/1628,00981988,Wirges,56422,Germany,7.79052464096196,50.4695254297591,2020-09-25,2020-08-09,2020-09-23,2020-09-25,2020-09-25,2020-09-22,Germany,3,On-Time Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB20/1431,RA00000246,Selb,95100,Germany,12.1406449046142,50.1604995169849,2022-02-02,2020-04-09,2020-09-23,2022-02-02,2020-09-18,2020-09-22,Germany,498,On-Time Delivery
K00206,Kaiser & Waltermann GmbH,EB20/1362,KU00022363,Sunder/Amecke,59846,Germany,8.00446923438857,51.3128894759164,2020-09-23,2020-03-08,2020-09-23,2020-09-18,2020-09-18,2020-09-22,Germany,-4,Late Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1334,PVP0405439,Steinenbronn,71144,Germany,9.11992890514924,48.6634840449154,2020-09-23,2020-07-28,2020-09-23,2020-09-25,2020-09-25,2020-09-22,Germany,3,On-Time Delivery
K02747,PRETTL GmbH,EB20/1639,HDE0H20006,Pfullingen,72793,Germany,9.21930540701823,48.4528374340342,2020-09-25,2020-08-09,2020-09-24,2020-09-25,2020-09-18,2020-09-23,Germany,2,On-Time Delivery
K02742,Raithel & Co. GmbH,EB20/1363,KU00017704,Weißenstadt,95163,Germany,11.888663943097,50.1091247647347,2020-09-25,2020-03-08,2020-09-24,2020-09-25,2020-09-25,2020-09-23,Germany,2,On-Time Delivery
K02826,Clever Systemtechnik GmbH,EB20/1713,25000049,Schnaittach,91220,Germany,11.3448673876141,49.5821745253185,2020-09-25,2020-09-15,2020-09-24,2020-09-25,2020-09-25,2020-09-23,Germany,2,On-Time Delivery
K04851,Taica Corporation,EB20/1308,RA00000270,Tokyo,108-0075,Japan,,,2020-09-25,2020-08-14,2020-09-25,2020-09-25,2020-09-25,2020-09-24,Asia,1,On-Time Delivery
K03665,INTEG GmbH,EB20/1439,18200833,Bad Driburg,33014,Germany,9.03938946669355,51.7264934967476,2020-09-25,2020-08-13,2020-09-25,2020-09-25,2020-09-25,2020-09-24,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1486,HDE0H03449,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-09-25,2020-08-19,2020-09-25,2020-09-25,2020-09-25,2020-09-24,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1486,HDE0H03447,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-09-25,2020-08-19,2020-09-25,2020-09-25,2020-09-25,2020-09-24,Germany,1,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1486,HDE0H03446,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-09-25,2020-08-19,2020-09-25,2020-09-25,2020-09-25,2020-09-24,Germany,1,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1659,PH00000004,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-09-23,2020-09-16,2020-09-25,2020-09-23,2020-09-18,2020-09-24,Germany,-1,Late Delivery
K03252,TE Connectivity Germany GmbH,EB20/1456,DMR0000002,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-11-09,2020-08-14,2020-09-18,2020-11-09,2020-11-09,2020-09-17,Germany,53,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1508,TF00000005,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-09-25,2020-08-09,2020-09-28,2020-09-25,2020-09-25,2020-09-27,Germany,-2,Late Delivery
K03252,TE Connectivity Germany GmbH,EB20/1456,DMR0000011,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-11-09,2020-07-24,2020-09-28,2020-11-09,2020-11-09,2020-09-27,Germany,43,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0328,HDE0001158,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-09-28,2020-09-17,2020-09-28,2020-09-28,2020-09-28,2020-09-27,Germany,1,On-Time Delivery
K00168,Walter Schön GmbH,EB20/1503,27601638,Heroldsberg,90562,Germany,11.1156435940194,49.5422254083584,2020-09-28,2020-08-20,2020-09-28,2020-09-28,2020-09-28,2020-09-27,Germany,1,On-Time Delivery
K04848,schmid alutec gmbh & co.kg,EB20/1164,RA00000340,Remshalden,73630,Germany,9.43471436786505,48.8182057811733,2020-09-24,2020-01-04,2020-09-29,2020-09-24,2020-07-22,2020-09-28,Germany,-4,Late Delivery
K04659,Robert Bosch GmbH,EB20/0326,HDE0001156,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-09-30,2020-09-17,2020-09-30,2020-09-30,2020-09-30,2020-09-29,Germany,1,On-Time Delivery
K04662,Inovan GmbH & Co. KG,EB20/1643,HDE0H47001,Stolberg,52224,Germany,6.28429433057372,50.7395612760178,2020-09-29,2020-08-14,2020-09-30,2020-09-29,2020-09-29,2020-09-29,Germany,0,On-Time Delivery
K00011,SCHERDEL Berlin GmbH & Co. KG,EB20/1314,17000184,Berlin,12357,Germany,13.4965721454986,52.430678436815,2020-09-23,2020-07-23,2020-09-30,2020-09-23,2020-09-23,2020-09-29,Germany,-6,Late Delivery
K00967,SHC GmbH,EB20/1381,18000000,Karben,61184,Germany,8.76638154614189,50.2360498594055,2020-10-23,2020-05-08,2020-06-10,2020-10-23,2020-11-09,2020-05-10,Germany,166,On-Time Delivery
K00876,Air Liquide Deutschland GmbH,EB20/1897,M0000009,Kornwestheim,70806,Germany,9.18489873746271,48.8680494158472,2020-08-10,2020-05-10,2020-07-10,2020-08-10,2020-08-10,2020-06-10,Germany,61,On-Time Delivery
K03545,Püplichhuisen Kabeltechnik Gmb,EB20/1612,17200142,Sömmerda,99610,Germany,11.1821657694853,51.1498659920144,2020-09-10,2020-08-09,2020-09-10,2020-10-16,2020-10-16,2020-08-10,Germany,67,On-Time Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB20/1780,RA00000330,Selb,95100,Germany,12.1406449046142,50.1604995169849,2022-02-02,2020-07-10,2020-12-10,2022-02-02,2020-10-21,2020-11-10,Germany,449,On-Time Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB20/1863,RA00000030,Selb,95100,Germany,12.1406449046142,50.1604995169849,2022-02-02,2020-09-30,2020-12-10,2022-02-02,2020-10-14,2020-11-10,Germany,449,On-Time Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB20/1855,RA00000320,Selb,95100,Germany,12.1406449046142,50.1604995169849,2022-02-02,2020-04-11,2020-12-10,2022-02-02,2020-11-18,2020-11-10,Germany,449,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1508,TF00000005,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-09-10,2020-08-09,2020-12-10,2020-09-10,2020-09-10,2020-11-10,Germany,-61,Late Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB20/1863,RA00000060,Selb,95100,Germany,12.1406449046142,50.1604995169849,2022-02-02,2020-09-30,2020-12-10,2022-02-02,2020-10-14,2020-11-10,Germany,449,On-Time Delivery
K01031,Epoxonic GmbH,EB20/1704,00987816,Landsham/Pliening,85652,Germany,11.7967535109086,48.2009630882097,2020-10-16,2020-09-14,2020-10-14,2020-10-16,2020-10-16,2020-10-13,Germany,3,On-Time Delivery
K01031,Epoxonic GmbH,EB20/1704,00987836,Landsham/Pliening,85652,Germany,11.7967535109086,48.2009630882097,2020-10-16,2020-09-14,2020-10-14,2020-10-16,2020-10-16,2020-10-13,Germany,3,On-Time Delivery
K04491,H. & M. Fraas,EB20/1741,HDE0900151,Selb,95100,Germany,12.1406449046142,50.1604995169849,2020-10-16,2020-09-17,2020-10-15,2020-10-16,2020-10-16,2020-10-14,Germany,2,On-Time Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1463,PVP0405439,Steinenbronn,71144,Germany,9.11992890514924,48.6634840449154,2020-10-16,2020-08-18,2020-10-15,2020-10-16,2020-10-16,2020-10-14,Germany,2,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1507,TF00000002,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-10-14,2020-08-09,2020-10-15,2020-10-14,2020-09-10,2020-10-14,Germany,0,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1507,TF00000002,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-10-16,2020-08-09,2020-10-15,2020-10-16,2020-10-16,2020-10-14,Germany,2,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1493,HDE0H05003,Stuttgart,70565,Germany,9.12160901883465,48.7180160962776,2020-10-19,2020-03-08,2020-10-16,2020-10-19,2020-10-19,2020-10-15,Germany,4,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0333,HDE0H17015,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-10-16,2020-08-09,2020-10-16,2020-10-16,2020-10-16,2020-10-15,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0331,HDE0H11032,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-10-16,2020-09-17,2020-10-16,2020-10-16,2020-10-16,2020-10-15,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0328,HDE0001158,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-10-16,2020-08-10,2020-10-16,2020-10-16,2020-10-16,2020-10-15,Germany,1,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1507,TF00000002,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-07-01,2020-02-10,2020-10-19,2021-07-01,2020-10-16,2020-10-18,Germany,256,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0326,HDE0001156,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-10-16,2020-08-09,2020-10-19,2020-10-16,2020-10-16,2020-10-18,Germany,-2,Late Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB20/1863,RA00000170,Selb,95100,Germany,12.1406449046142,50.1604995169849,2020-10-20,2020-09-30,2020-10-16,2020-10-20,2020-10-14,2020-10-15,Germany,5,On-Time Delivery
K00016,Höttges,EB20/1485,KU00057378,Berlin,13437,Germany,13.3313128005558,52.5918836351775,2020-10-23,2020-08-19,2020-10-21,2020-10-23,2020-10-23,2020-10-20,Germany,3,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0326,HDE0001156,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-10-23,2020-08-10,2020-10-21,2020-10-23,2020-10-23,2020-10-20,Germany,3,On-Time Delivery
K04250,c:met GmbH,EB20/1947,02492660,Wendelstein,90530,Germany,11.1661511343081,49.3471872881342,2020-10-21,2020-09-30,2020-10-21,2020-10-21,2020-10-21,2020-10-20,Germany,1,On-Time Delivery
K02699,Ahlberg Metalltechnik GmbH,EB20/1613,17200119,Berlin,12487,Germany,13.5123030299836,52.4437609777381,2020-10-21,2020-08-09,2020-10-21,2020-10-21,2020-10-16,2020-10-20,Germany,1,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1507,TF00000002,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-07-01,2020-02-10,2020-10-21,2021-07-01,2020-10-16,2020-10-20,Germany,254,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1507,TF00000002,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-07-01,2020-08-09,2020-10-21,2021-07-01,2020-10-23,2020-10-20,Germany,254,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1508,TF00000005,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-10-16,2020-08-09,2020-10-21,2020-10-16,2020-10-16,2020-10-20,Germany,-4,Late Delivery
K03068,Müller Präzision GmbH,EB20/1772,17200130,Cham,93413,Germany,12.6633788891433,49.208840150285,2020-10-22,2020-09-18,2020-10-22,2020-10-22,2020-10-22,2020-10-21,Germany,1,On-Time Delivery
K04068,Autosplice Europe GmbH,EB20/1652,PVP0492600,Langenzenn,90579,Germany,10.7815136628377,49.4908773252438,2020-10-23,2020-09-09,2020-10-22,2020-10-23,2020-10-23,2020-10-21,Germany,2,On-Time Delivery
K03393,Advantek GmbH,EB20/1988,11000032,Freiburg,79108,Germany,7.83171768355594,48.0413630513238,2020-10-23,2020-10-16,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0334,HDE0H19002,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-10-23,2020-09-17,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K00168,Walter Schön GmbH,EB20/1661,28001609,Heroldsberg,90562,Germany,11.1156435940194,49.5422254083584,2020-10-23,2020-09-09,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1651,PVP0405439,Steinenbronn,71144,Germany,9.11992890514924,48.6634840449154,2020-10-23,2020-09-09,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K02699,Ahlberg Metalltechnik GmbH,EB20/1850,17200124,Berlin,12487,Germany,13.5123030299836,52.4437609777381,2020-10-23,2020-09-30,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K02699,Ahlberg Metalltechnik GmbH,EB20/1850,17200124,Berlin,12487,Germany,13.5123030299836,52.4437609777381,2020-10-23,2020-09-30,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K00967,SHC GmbH,EB20/1709,18000032,Karben,61184,Germany,8.76638154614189,50.2360498594055,2020-10-23,2020-10-20,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K00074,Gebr. Geisler GmbH,EB20/1730,00345677,Berlin,10969,Germany,13.404576744008,52.5045966317146,2020-10-21,2020-09-16,2020-10-21,2020-10-21,2020-10-21,2020-10-20,Germany,1,On-Time Delivery
K00074,Gebr. Geisler GmbH,EB20/1730,00345655,Berlin,10969,Germany,13.404576744008,52.5045966317146,2020-10-21,2020-09-16,2020-10-21,2020-10-21,2020-10-21,2020-10-20,Germany,1,On-Time Delivery
K04877,nic media GmbH Onlineshops,EB20/2023,KP00H0M658,Stuttgart,70173,Germany,9.17933033401149,48.781956478822,2020-10-26,2020-10-21,2020-10-26,2022-02-02,2020-10-28,2020-10-25,Germany,465,On-Time Delivery
K03216,Fischer GmbH & Co.KG,EB20/1802,S1 0-1412705-2,Sinsheim,74889,Germany,8.87924773613459,49.2391724639467,2020-10-26,2020-09-23,2020-10-26,2020-10-23,2020-10-23,2020-10-25,Germany,-2,Late Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1721,PVP0405439,Steinenbronn,71144,Germany,9.11992890514924,48.6634840449154,2020-10-26,2020-10-23,2020-10-27,2020-10-26,2020-10-26,2020-10-26,Germany,0,On-Time Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1651,PVP0405439,Steinenbronn,71144,Germany,9.11992890514924,48.6634840449154,2020-10-27,2020-10-23,2020-10-27,2020-10-26,2020-10-26,2020-10-26,Germany,0,On-Time Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1651,PVP0405439,Steinenbronn,71144,Germany,9.11992890514924,48.6634840449154,2020-10-27,2020-10-23,2020-10-27,2020-10-26,2020-10-26,2020-10-26,Germany,0,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1456,DMR0000006,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2020-09-25,2020-06-07,2020-10-29,2020-09-25,2020-11-09,2020-10-28,Germany,-33,Late Delivery
K03959,Robert Bosch GmbH,EB20/1760,ZG00003070,Blaichach,87542,Germany,,,2020-10-30,2020-09-21,2020-10-29,2020-10-30,2020-10-30,2020-10-28,Germany,2,On-Time Delivery
K00293,Grashorn & Co GmbH,EB20/1546,27601550,Wildeshausen,27779,Germany,,,2020-10-30,2020-08-27,2020-10-29,2020-10-30,2020-10-30,2020-10-28,Germany,2,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1450,HDE0H24001,Stuttgart,70565,Germany,9.12160901883465,48.7180160962776,2020-10-29,2020-08-17,2020-10-30,2020-10-29,2020-09-10,2020-10-29,Germany,0,On-Time Delivery
K02814,Igus GmbH,EB20/1919,17200145,Köln,51147,Germany,7.10995826326036,50.8700551931042,2020-10-30,2020-07-10,2020-10-30,2020-10-30,2020-10-30,2020-10-29,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0331,HDE0H11032,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-10-30,2020-10-14,2020-10-30,2020-10-30,2020-10-30,2020-10-29,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0328,HDE0001158,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-10-30,2020-08-10,2020-10-30,2020-10-30,2020-10-30,2020-10-29,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0321,HDE0001151,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-10-30,2020-09-29,2020-10-30,2020-10-30,2020-10-30,2020-10-29,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0330,HDE0H11024,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-10-30,2020-09-17,2020-10-30,2020-10-30,2020-10-30,2020-10-29,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0329,HDE0H11023,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-10-30,2020-09-17,2020-10-30,2020-10-30,2020-10-30,2020-10-29,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0333,HDE0H17015,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2020-10-30,2020-02-10,2020-10-30,2020-10-30,2020-10-30,2020-10-29,Germany,1,On-Time Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1584,PVP0405439,Steinenbronn,71144,Germany,9.11992890514924,48.6634840449154,2020-10-30,2020-08-04,2020-10-30,2020-10-30,2020-09-09,2020-10-29,Germany,1,On-Time Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1584,PVP0405439,Steinenbronn,71144,Germany,9.11992890514924,48.6634840449154,2020-10-30,2020-08-04,2020-10-30,2020-10-30,2020-09-09,2020-10-29,Germany,1,On-Time Delivery
K00951,Three Bond GmbH,EB20/1884,00980107,Düsseldorf,40549,Germany,6.71687407571635,51.234604923458,2020-10-30,2020-02-10,2020-03-11,2020-10-30,2020-10-30,2020-02-11,Germany,262,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1309,RA00000260,Stuttgart,70565,Germany,9.12160901883465,48.7180160962776,2020-06-11,2020-03-07,2020-06-11,2020-06-11,2020-06-11,2020-05-11,Germany,31,On-Time Delivery
K03545,Püplichhuisen Kabeltechnik Gmb,EB20/2027,17200142,Sömmerda,99610,Germany,11.1821657694853,51.1498659920144,2020-11-13,2020-10-21,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K03447,Weppler Filter GmbH,EB20/1881,HDE0H39001,Oberursel,61440,Germany,8.55251901954204,50.2097968873942,2020-11-13,2020-01-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K03609,Balver Zinn,EB20/2090,DMR0000024,Balve,58802,Germany,7.86070104604438,51.3380162552858,2020-11-20,2020-06-11,2020-12-11,2020-11-20,2020-11-20,2020-11-11,Germany,9,On-Time Delivery
K03475,K. D. Feddersen GmbH & Co. KG,EB20/2198,HDE0004011,Hamburg,20097,Germany,10.0201629259622,53.5497036579225,2020-11-13,2020-05-11,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K03959,Robert Bosch GmbH,EB20/1481,ZG00003066,Blaichach,87542,Germany,,,2020-11-13,2020-08-19,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04848,schmid alutec gmbh & co.kg,EB20/1166,RA00000340,Remshalden,73630,Germany,9.43471436786505,48.8182057811733,2020-11-13,2020-04-15,2020-12-11,2020-11-13,2020-05-08,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1747,HDE0H03444,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-11-13,2020-09-17,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1747,HDE0H03446,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-11-13,2020-09-17,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1747,HDE0H03451,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-11-13,2020-09-17,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03340,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03343,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03345,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-11-13,2020-04-09,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03346,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-11-13,2020-04-09,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03347,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03350,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03445,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03446,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03447,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03449,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03450,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0329,HDE0H11023,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-02-26,2020-04-11,2020-11-13,2021-02-26,2021-02-26,2020-12-11,Germany,77,On-Time Delivery
