vendor_no,vendor_name,order_no,delivery_no,city,postcode,state,community,country,longitude,latitude,expected_date,order_date,posting_date,promised_date,requested_date,delivery_date,region,days_variance,otd_ld
K04659,Robert Bosch GmbH,EB20/0326,HDE0001156,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2020-10-16,2020-08-09,2020-10-19,2020-10-16,2020-10-16,2020-10-18,Germany,-2,Late Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB20/1863,RA00000170,Selb,95100,Bayern,Wunsiedel i.Fichtelgebirge,Germany,12.1305,50.1706,2020-10-20,2020-09-30,2020-10-16,2020-10-20,2020-10-14,2020-10-15,Germany,5,On-Time Delivery
K00016,Höttges,EB20/1485,KU00057378,Berlin,13437,Berlin,"Berlin, Stadt",Germany,13.3284,52.5905,2020-10-23,2020-08-19,2020-10-21,2020-10-23,2020-10-23,2020-10-20,Germany,3,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0326,HDE0001156,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2020-10-23,2020-08-10,2020-10-21,2020-10-23,2020-10-23,2020-10-20,Germany,3,On-Time Delivery
K04250,c:met GmbH,EB20/1947,02492660,Wendelstein,90530,Bayern,Landkreis Roth,Germany,11.1507,49.3523,2020-10-21,2020-09-30,2020-10-21,2020-10-21,2020-10-21,2020-10-20,Germany,1,On-Time Delivery
K02699,Ahlberg Metalltechnik GmbH,EB20/1613,17200119,Berlin,12487,Berlin,"Berlin, Stadt",Germany,13.5052,52.4437,2020-10-21,2020-08-09,2020-10-21,2020-10-21,2020-10-16,2020-10-20,Germany,1,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1507,TF00000002,Bensheim,64625,Hessen,Bergstraße,Germany,8.6184,49.6837,2021-07-01,2020-02-10,2020-10-21,2021-07-01,2020-10-16,2020-10-20,Germany,254,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1507,TF00000002,Bensheim,64625,Hessen,Bergstraße,Germany,8.6184,49.6837,2021-07-01,2020-08-09,2020-10-21,2021-07-01,2020-10-23,2020-10-20,Germany,254,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1508,TF00000005,Bensheim,64625,Hessen,Bergstraße,Germany,8.6184,49.6837,2020-10-16,2020-08-09,2020-10-21,2020-10-16,2020-10-16,2020-10-20,Germany,-4,Late Delivery
K03068,Müller Präzision GmbH,EB20/1772,17200130,Cham,93413,Bayern,Cham,Germany,12.655,49.2257,2020-10-22,2020-09-18,2020-10-22,2020-10-22,2020-10-22,2020-10-21,Germany,1,On-Time Delivery
K04068,Autosplice Europe GmbH,EB20/1652,PVP0492600,Langenzenn,90579,Bayern,Landkreis Fürth,Germany,10.7923,49.4946,2020-10-23,2020-09-09,2020-10-22,2020-10-23,2020-10-23,2020-10-21,Germany,2,On-Time Delivery
K03393,Advantek GmbH,EB20/1988,11000032,Freiburg,79108,Baden-Württemberg,Freiburg im Breisgau,Germany,7.8418,48.0339,2020-10-23,2020-10-16,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0334,HDE0H19002,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2020-10-23,2020-09-17,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K00168,Walter Schön GmbH,EB20/1661,28001609,Heroldsberg,90562,Bayern,Landkreis Erlangen-Höchstadt,Germany,11.1555,49.5325,2020-10-23,2020-09-09,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K00168,Walter Schön GmbH,EB20/1661,28001609,Heroldsberg,90562,Bayern,Landkreis Erlangen-Höchstadt,Germany,11.1335,49.5579,2020-10-23,2020-09-09,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1651,PVP0405439,Steinenbronn,71144,Baden-Württemberg,Böblingen,Germany,9.1167,48.6667,2020-10-23,2020-09-09,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K02699,Ahlberg Metalltechnik GmbH,EB20/1850,17200124,Berlin,12487,Berlin,"Berlin, Stadt",Germany,13.5052,52.4437,2020-10-23,2020-09-30,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K02699,Ahlberg Metalltechnik GmbH,EB20/1850,17200124,Berlin,12487,Berlin,"Berlin, Stadt",Germany,13.5052,52.4437,2020-10-23,2020-09-30,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K00967,SHC GmbH,EB20/1709,18000032,Karben,61184,Hessen,Wetteraukreis,Germany,8.7716,50.2302,2020-10-23,2020-10-20,2020-10-23,2020-10-23,2020-10-23,2020-10-22,Germany,1,On-Time Delivery
K00074,Gebr. Geisler GmbH,EB20/1730,00345677,Berlin,10969,Berlin,"Berlin, Stadt",Germany,13.4012,52.5025,2020-10-21,2020-09-16,2020-10-21,2020-10-21,2020-10-21,2020-10-20,Germany,1,On-Time Delivery
K00074,Gebr. Geisler GmbH,EB20/1730,00345655,Berlin,10969,Berlin,"Berlin, Stadt",Germany,13.4012,52.5025,2020-10-21,2020-09-16,2020-10-21,2020-10-21,2020-10-21,2020-10-20,Germany,1,On-Time Delivery
K04877,nic media GmbH Onlineshops,EB20/2023,KP00H0M658,Stuttgart,70173,Baden-Württemberg,Stuttgart,Germany,9.1767,48.7786,2020-10-26,2020-10-21,2020-10-26,2022-02-02,2020-10-28,2020-10-25,Germany,465,On-Time Delivery
K04877,nic media GmbH Onlineshops,EB20/2023,KP00H0M658,Stuttgart,70173,Baden-Württemberg,Stuttgart,Germany,9.1833,48.7667,2020-10-26,2020-10-21,2020-10-26,2022-02-02,2020-10-28,2020-10-25,Germany,465,On-Time Delivery
K03216,Fischer GmbH & Co.KG,EB20/1802,S1 0-1412705-2,Sinsheim,74889,Baden-Württemberg,Rhein-Neckar-Kreis,Germany,8.8787,49.2529,2020-10-26,2020-09-23,2020-10-26,2020-10-23,2020-10-23,2020-10-25,Germany,-2,Late Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1721,PVP0405439,Steinenbronn,71144,Baden-Württemberg,Böblingen,Germany,9.1167,48.6667,2020-10-26,2020-10-23,2020-10-27,2020-10-26,2020-10-26,2020-10-26,Germany,0,On-Time Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1651,PVP0405439,Steinenbronn,71144,Baden-Württemberg,Böblingen,Germany,9.1167,48.6667,2020-10-27,2020-10-23,2020-10-27,2020-10-26,2020-10-26,2020-10-26,Germany,0,On-Time Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1651,PVP0405439,Steinenbronn,71144,Baden-Württemberg,Böblingen,Germany,9.1167,48.6667,2020-10-27,2020-10-23,2020-10-27,2020-10-26,2020-10-26,2020-10-26,Germany,0,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/1456,DMR0000006,Bensheim,64625,Hessen,Bergstraße,Germany,8.6184,49.6837,2020-09-25,2020-06-07,2020-10-29,2020-09-25,2020-11-09,2020-10-28,Germany,-33,Late Delivery
K03959,Robert Bosch GmbH,EB20/1760,ZG00003070,Blaichach,87542,,,Germany,,,2020-10-30,2020-09-21,2020-10-29,2020-10-30,2020-10-30,2020-10-28,Germany,2,On-Time Delivery
K00293,Grashorn & Co GmbH,EB20/1546,27601550,Wildeshausen,27779,,,Germany,,,2020-10-30,2020-08-27,2020-10-29,2020-10-30,2020-10-30,2020-10-28,Germany,2,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1450,HDE0H24001,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1464,48.7258,2020-10-29,2020-08-17,2020-10-30,2020-10-29,2020-09-10,2020-10-29,Germany,0,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1450,HDE0H24001,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1509,48.7124,2020-10-29,2020-08-17,2020-10-30,2020-10-29,2020-09-10,2020-10-29,Germany,0,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1450,HDE0H24001,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1181,48.7195,2020-10-29,2020-08-17,2020-10-30,2020-10-29,2020-09-10,2020-10-29,Germany,0,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1450,HDE0H24001,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1247,48.7249,2020-10-29,2020-08-17,2020-10-30,2020-10-29,2020-09-10,2020-10-29,Germany,0,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1450,HDE0H24001,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.106,48.7172,2020-10-29,2020-08-17,2020-10-30,2020-10-29,2020-09-10,2020-10-29,Germany,0,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1450,HDE0H24001,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1833,48.7667,2020-10-29,2020-08-17,2020-10-30,2020-10-29,2020-09-10,2020-10-29,Germany,0,On-Time Delivery
K02814,Igus GmbH,EB20/1919,17200145,Köln,51147,Nordrhein-Westfalen,"Köln, Stadt",Germany,7.1073,50.8686,2020-10-30,2020-07-10,2020-10-30,2020-10-30,2020-10-30,2020-10-29,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0331,HDE0H11032,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2020-10-30,2020-10-14,2020-10-30,2020-10-30,2020-10-30,2020-10-29,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0328,HDE0001158,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2020-10-30,2020-08-10,2020-10-30,2020-10-30,2020-10-30,2020-10-29,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0321,HDE0001151,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2020-10-30,2020-09-29,2020-10-30,2020-10-30,2020-10-30,2020-10-29,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0330,HDE0H11024,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2020-10-30,2020-09-17,2020-10-30,2020-10-30,2020-10-30,2020-10-29,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0329,HDE0H11023,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2020-10-30,2020-09-17,2020-10-30,2020-10-30,2020-10-30,2020-10-29,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0333,HDE0H17015,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2020-10-30,2020-02-10,2020-10-30,2020-10-30,2020-10-30,2020-10-29,Germany,1,On-Time Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1584,PVP0405439,Steinenbronn,71144,Baden-Württemberg,Böblingen,Germany,9.1167,48.6667,2020-10-30,2020-08-04,2020-10-30,2020-10-30,2020-09-09,2020-10-29,Germany,1,On-Time Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1584,PVP0405439,Steinenbronn,71144,Baden-Württemberg,Böblingen,Germany,9.1167,48.6667,2020-10-30,2020-08-04,2020-10-30,2020-10-30,2020-09-09,2020-10-29,Germany,1,On-Time Delivery
K00951,Three Bond GmbH,EB20/1884,00980107,Düsseldorf,40549,Nordrhein-Westfalen,"Düsseldorf, Stadt",Germany,6.7135,51.2302,2020-10-30,2020-02-10,2020-03-11,2020-10-30,2020-10-30,2020-02-11,Germany,262,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1309,RA00000260,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1464,48.7258,2020-06-11,2020-03-07,2020-06-11,2020-06-11,2020-06-11,2020-05-11,Germany,31,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1309,RA00000260,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1509,48.7124,2020-06-11,2020-03-07,2020-06-11,2020-06-11,2020-06-11,2020-05-11,Germany,31,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1309,RA00000260,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1181,48.7195,2020-06-11,2020-03-07,2020-06-11,2020-06-11,2020-06-11,2020-05-11,Germany,31,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1309,RA00000260,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1247,48.7249,2020-06-11,2020-03-07,2020-06-11,2020-06-11,2020-06-11,2020-05-11,Germany,31,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1309,RA00000260,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.106,48.7172,2020-06-11,2020-03-07,2020-06-11,2020-06-11,2020-06-11,2020-05-11,Germany,31,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1309,RA00000260,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1833,48.7667,2020-06-11,2020-03-07,2020-06-11,2020-06-11,2020-06-11,2020-05-11,Germany,31,On-Time Delivery
K03545,Püplichhuisen Kabeltechnik Gmb,EB20/2027,17200142,Sömmerda,99610,Thüringen,Landkreis Sömmerda,Germany,11.0389,51.1544,2020-11-13,2020-10-21,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K03545,Püplichhuisen Kabeltechnik Gmb,EB20/2027,17200142,Sömmerda,99610,Thüringen,Landkreis Sömmerda,Germany,11.3167,51.1167,2020-11-13,2020-10-21,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K03545,Püplichhuisen Kabeltechnik Gmb,EB20/2027,17200142,Sömmerda,99610,Thüringen,Landkreis Sömmerda,Germany,11.1965,51.1246,2020-11-13,2020-10-21,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K03545,Püplichhuisen Kabeltechnik Gmb,EB20/2027,17200142,Sömmerda,99610,Thüringen,Landkreis Sömmerda,Germany,11.25,51.1333,2020-11-13,2020-10-21,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K03545,Püplichhuisen Kabeltechnik Gmb,EB20/2027,17200142,Sömmerda,99610,Thüringen,Landkreis Sömmerda,Germany,11.2667,51.1333,2020-11-13,2020-10-21,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K03545,Püplichhuisen Kabeltechnik Gmb,EB20/2027,17200142,Sömmerda,99610,Thüringen,Landkreis Sömmerda,Germany,11.1152,51.1591,2020-11-13,2020-10-21,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K03447,Weppler Filter GmbH,EB20/1881,HDE0H39001,Oberursel,61440,Hessen,Hochtaunuskreis,Germany,8.5775,50.2073,2020-11-13,2020-01-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K03609,Balver Zinn,EB20/2090,DMR0000024,Balve,58802,Nordrhein-Westfalen,Märkischer Kreis,Germany,7.8642,51.3315,2020-11-20,2020-06-11,2020-12-11,2020-11-20,2020-11-20,2020-11-11,Germany,9,On-Time Delivery
K03475,K. D. Feddersen GmbH & Co. KG,EB20/2198,HDE0004011,Hamburg,20097,Hamburg,"Hamburg, Freie und Hansestadt",Germany,10.0314,53.5467,2020-11-13,2020-05-11,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K03475,K. D. Feddersen GmbH & Co. KG,EB20/2198,HDE0004011,Hamburg,20097,Hamburg,"Hamburg, Freie und Hansestadt",Germany,10.0133,53.5439,2020-11-13,2020-05-11,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K03475,K. D. Feddersen GmbH & Co. KG,EB20/2198,HDE0004011,Hamburg,20097,Hamburg,"Hamburg, Freie und Hansestadt",Germany,10.0144,53.5564,2020-11-13,2020-05-11,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K03475,K. D. Feddersen GmbH & Co. KG,EB20/2198,HDE0004011,Hamburg,20097,Hamburg,"Hamburg, Freie und Hansestadt",Germany,10.0194,53.5481,2020-11-13,2020-05-11,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K03959,Robert Bosch GmbH,EB20/1481,ZG00003066,Blaichach,87542,,,Germany,,,2020-11-13,2020-08-19,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04848,schmid alutec gmbh & co.kg,EB20/1166,RA00000340,Remshalden,73630,Baden-Württemberg,Rems-Murr-Kreis,Germany,9.4239,48.8151,2020-11-13,2020-04-15,2020-12-11,2020-11-13,2020-05-08,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1747,HDE0H03444,Bretten,75015,Baden-Württemberg,Karlsruhe,Germany,8.7075,49.0369,2020-11-13,2020-09-17,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1747,HDE0H03446,Bretten,75015,Baden-Württemberg,Karlsruhe,Germany,8.7075,49.0369,2020-11-13,2020-09-17,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1747,HDE0H03451,Bretten,75015,Baden-Württemberg,Karlsruhe,Germany,8.7075,49.0369,2020-11-13,2020-09-17,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03340,Bretten,75015,Baden-Württemberg,Karlsruhe,Germany,8.7075,49.0369,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03343,Bretten,75015,Baden-Württemberg,Karlsruhe,Germany,8.7075,49.0369,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03345,Bretten,75015,Baden-Württemberg,Karlsruhe,Germany,8.7075,49.0369,2020-11-13,2020-04-09,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03346,Bretten,75015,Baden-Württemberg,Karlsruhe,Germany,8.7075,49.0369,2020-11-13,2020-04-09,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03347,Bretten,75015,Baden-Württemberg,Karlsruhe,Germany,8.7075,49.0369,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03350,Bretten,75015,Baden-Württemberg,Karlsruhe,Germany,8.7075,49.0369,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03445,Bretten,75015,Baden-Württemberg,Karlsruhe,Germany,8.7075,49.0369,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03446,Bretten,75015,Baden-Württemberg,Karlsruhe,Germany,8.7075,49.0369,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03447,Bretten,75015,Baden-Württemberg,Karlsruhe,Germany,8.7075,49.0369,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03449,Bretten,75015,Baden-Württemberg,Karlsruhe,Germany,8.7075,49.0369,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB20/1902,HDE0H03450,Bretten,75015,Baden-Württemberg,Karlsruhe,Germany,8.7075,49.0369,2020-11-13,2020-06-10,2020-12-11,2020-11-13,2020-11-13,2020-11-11,Germany,2,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0329,HDE0H11023,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2021-02-26,2020-04-11,2020-11-13,2021-02-26,2021-02-26,2020-12-11,Germany,77,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0326,HDE0001156,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2020-11-13,2020-10-28,2020-11-13,2020-11-13,2020-11-13,2020-12-11,Germany,-28,Late Delivery
K04659,Robert Bosch GmbH,EB20/0317,HDE0001114,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2020-11-13,2020-10-28,2020-11-13,2020-11-13,2020-11-13,2020-12-11,Germany,-28,Late Delivery
K03252,TE Connectivity Germany GmbH,EB20/1456,DMR0000003,Bensheim,64625,Hessen,Bergstraße,Germany,8.6184,49.6837,2020-11-16,2020-06-07,2020-11-13,2020-11-16,2020-11-09,2020-12-11,Germany,-25,Late Delivery
K03252,TE Connectivity Germany GmbH,EB20/1508,TF00000005,Bensheim,64625,Hessen,Bergstraße,Germany,8.6184,49.6837,2020-11-13,2020-10-28,2020-11-13,2020-11-13,2020-11-13,2020-12-11,Germany,-28,Late Delivery
K03252,TE Connectivity Germany GmbH,EB20/1507,TF00000002,Bensheim,64625,Hessen,Bergstraße,Germany,8.6184,49.6837,2020-11-13,2020-10-28,2020-11-16,2020-11-13,2020-11-13,2020-11-15,Germany,-2,Late Delivery
K04791,Promod Prototypenzentr. GmbH,EB20/1209,KP0063B009,Horb-Bildechingen,72160,Baden-Württemberg,Freudenstadt,Germany,8.6734,48.4889,2020-11-20,2020-07-24,2020-12-11,2020-10-16,2020-10-16,2020-11-11,Germany,-26,Late Delivery
K03822,MWS- Mechanische Werkstatt,EB20/1540,KU00024748-5,Braunschweig,38118,Niedersachsen,Kreisfreie Stadt Braunschweig,Germany,10.5002,52.259,2020-11-13,2020-08-26,2020-11-16,2020-11-13,2020-11-13,2020-11-15,Germany,-2,Late Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1721,PVP0405439,Steinenbronn,71144,Baden-Württemberg,Böblingen,Germany,9.1167,48.6667,2020-11-20,2020-09-16,2020-11-18,2020-11-20,2020-11-20,2020-11-17,Germany,3,On-Time Delivery
K04803,Telegärtner Kunststofftechnik,EB20/1925,PVP0405439,Steinenbronn,71144,Baden-Württemberg,Böblingen,Germany,9.1167,48.6667,2020-11-20,2020-07-10,2020-11-18,2020-11-20,2020-11-20,2020-11-17,Germany,3,On-Time Delivery
K04717,WfB Lippstadt GmbH,EB20/1748,HES0068702,Lippstadt,59556,Nordrhein-Westfalen,Soest,Germany,8.35,51.6667,2020-11-27,2020-09-17,2020-11-18,2020-11-27,2020-11-27,2020-11-17,Germany,10,On-Time Delivery
K04717,WfB Lippstadt GmbH,EB20/1748,HES0068901,Lippstadt,59556,Nordrhein-Westfalen,Soest,Germany,8.35,51.6667,2020-11-27,2020-09-17,2020-11-18,2020-11-27,2020-11-27,2020-11-17,Germany,10,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/2048,DMR0000008,Bensheim,64625,Hessen,Bergstraße,Germany,8.6184,49.6837,2020-11-20,2020-09-14,2020-11-19,2020-11-20,2020-11-20,2020-11-18,Germany,2,On-Time Delivery
K00752,Adam Bornbaum GmbH,EB20/1938,KU00010000,Neuhausen/Enzkreis,75242,Baden-Württemberg,Enzkreis,Germany,8.7765,48.7926,2020-11-20,2020-08-10,2020-11-19,2020-11-20,2020-11-20,2020-11-18,Germany,2,On-Time Delivery
K02742,Raithel & Co. GmbH,EB20/1937,HES0092806,Weißenstadt,95163,Bayern,Wunsiedel i.Fichtelgebirge,Germany,11.8885,50.1022,2020-11-20,2020-08-10,2020-11-19,2020-11-20,2020-11-20,2020-11-18,Germany,2,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/2048,DMR0000009,Bensheim,64625,Hessen,Bergstraße,Germany,8.6184,49.6837,2022-02-02,2020-09-14,2020-11-19,2022-02-02,2020-11-20,2020-11-18,Germany,441,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB20/2048,DMR0000010,Bensheim,64625,Hessen,Bergstraße,Germany,8.6184,49.6837,2020-11-20,2020-09-14,2020-11-19,2020-11-20,2020-11-20,2020-11-18,Germany,2,On-Time Delivery
K04491,H. & M. Fraas,EB20/2082,HDE0610275,Selb,95100,Bayern,Wunsiedel i.Fichtelgebirge,Germany,12.1305,50.1706,2020-11-20,2020-10-28,2020-11-18,2020-11-20,2020-11-20,2020-11-17,Germany,3,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0326,HDE0001156,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2020-11-20,2020-11-11,2020-11-20,2020-11-20,2020-11-20,2020-11-19,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0325,HDE0001154,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2020-11-20,2020-10-28,2020-11-20,2020-11-20,2020-11-20,2020-11-19,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB20/0328,HDE0001158,Bamberg,96052,Bayern,Bamberg,Germany,10.8951,49.9083,2020-11-20,2020-10-28,2020-11-20,2020-11-20,2020-11-20,2020-11-19,Germany,1,On-Time Delivery
K00168,Walter Schön GmbH,EB20/2032,17200120,Heroldsberg,90562,Bayern,Landkreis Erlangen-Höchstadt,Germany,11.1555,49.5325,2020-11-20,2020-10-21,2020-11-20,2020-11-20,2020-11-20,2020-11-19,Germany,1,On-Time Delivery
K00168,Walter Schön GmbH,EB20/2032,17200120,Heroldsberg,90562,Bayern,Landkreis Erlangen-Höchstadt,Germany,11.1335,49.5579,2020-11-20,2020-10-21,2020-11-20,2020-11-20,2020-11-20,2020-11-19,Germany,1,On-Time Delivery
K00168,Walter Schön GmbH,EB20/1888,29403691,Heroldsberg,90562,Bayern,Landkreis Erlangen-Höchstadt,Germany,11.1555,49.5325,2020-11-27,2020-02-10,2020-11-20,2020-11-27,2020-11-27,2020-11-19,Germany,8,On-Time Delivery
K00168,Walter Schön GmbH,EB20/1888,29403691,Heroldsberg,90562,Bayern,Landkreis Erlangen-Höchstadt,Germany,11.1335,49.5579,2020-11-27,2020-02-10,2020-11-20,2020-11-27,2020-11-27,2020-11-19,Germany,8,On-Time Delivery
K04848,schmid alutec gmbh & co.kg,EB20/1167,RA00000340,Remshalden,73630,Baden-Württemberg,Rems-Murr-Kreis,Germany,9.4239,48.8151,2020-11-20,2020-04-29,2020-11-20,2020-11-20,2020-08-19,2020-11-19,Germany,1,On-Time Delivery
K04660,Horst Scholz GmbH & Co. KG,EB20/1638,HDE0H06006,Kronach,96317,Bayern,Landkreis Kronach,Germany,11.3331,50.2396,2020-11-20,2020-08-09,2020-11-20,2020-11-20,2020-11-20,2020-11-19,Germany,1,On-Time Delivery
K03094,Trelleborg Sealing Solutions,EB20/1743,HDE0H05003,Stuttgart,70565,Baden-Württemberg,Stuttgart,Germany,9.1464,48.7258,2020-11-20,2020-09-17,2020-11-20,2020-11-20,2020-11-20,2020-11-19,Germany,1,On-Time Delivery
