vendor_no,purchase_no,amount,location_code,order_date,qty_invoiced,qty_received,qty,receipt_date,requested_date
K04127,RB00492407,434.0,B-01,2021-01-20,5000,5000,5000,2021-04-15,2021-02-17
K04127,RB00497916,281.07,B-01,2021-01-20,6940,6940,6940,2021-04-15,2021-02-17
K02682,19500001,1426.63,A-01,2021-01-15,1200,1200,1200,2021-11-05,2021-02-26
K04298,MV00491411,3156.0,B-01,2021-02-18,30000,30000,30000,2021-11-05,2021-01-04
K04236,MV00491533,4655.0,B-01,2021-12-02,18620,18620,18620,2021-03-29,2021-03-26
K00633,39403559,42.5,A-01,2021-04-01,500,500,500,2021-03-02,2021-01-02
K00633,O3 1-1393583-5,19.0,A-01,2021-01-14,200,200,200,2021-03-02,2021-05-02
K04137,MV00491619,11419.65,B-01,2021-01-27,8704,8704,8704,2021-03-31,2021-03-24
K04137,MV00491619,14274.56,B-01,2021-03-02,10880,10880,10880,2021-11-04,2021-03-31
K04137,MV00491619,11419.65,B-01,2021-02-17,8704,8704,8704,2021-05-05,2021-04-14
K04137,MV00491619,11419.65,B-01,2021-03-26,8704,8704,8704,2021-05-24,2021-05-21
K04374,KP0064B321,1870.0,A-01,2021-01-14,680,680,680,2021-07-02,2021-01-22
K04374,KP0064B323,1870.0,A-01,2021-01-14,680,680,680,2021-07-02,2021-01-22
K00130,01062079,776.22,A-01,2021-01-15,28,28,28,2021-03-03,2021-05-03
K00130,01066805,386.58,A-01,2021-01-15,88,88,88,2021-03-03,2021-05-03
K00876,M0000009,456.6,A-01,2021-01-15,2,2,2,2021-01-18,2021-01-19
K03447,HDE0430752,225.0,A-01,2021-01-15,5000,5000,5000,2021-02-24,2021-02-26
K03909,HDE0719189,395.2,A-01,2021-01-15,5200,5200,5200,2021-02-22,2021-01-29
K02742,HDE0H04002,901.77,A-01,2021-01-15,17510,17510,17510,2021-03-15,2021-02-19
K04660,HDE0H22013,8795.0,A-01,2021-01-18,10000,10000,10000,2021-04-22,2021-04-23
K04152,DA00120108,1496.0,B-01,2021-09-04,880,880,880,2021-04-29,2021-01-05
K04729,HDE0H27003,2164.0,A-01,2021-01-18,200000,200000,200000,2021-02-18,2021-02-19
K04805,RA00000750,349.8,A-01,2021-08-01,30,30,30,2021-01-31,2021-01-22
K04660,HDE0H06006,528.2,A-01,2021-01-22,10000,10000,10000,2021-02-06,2021-04-06
K02771,22000636,1386.0,B-01,2021-01-20,400,400,400,2021-06-16,2021-03-31
K02606,00343013,4850.0,A-01,2021-01-18,250000,250000,250000,2021-07-04,2021-04-16
K00806,11000020,1855.77,A-01,2021-01-18,5214,5214,5214,2021-02-21,2021-02-19
K04219,22000399,9595.6,B-01,2021-07-20,3220,3220,3220,2021-11-10,2021-09-20
K04063,DR00590004,5582.38,B-01,2021-01-29,1537,1537,1537,2021-05-24,2021-05-21
K03665,18200833,2280.0,A-01,2021-01-19,1000,1000,1000,2021-01-03,2021-02-03
K03894,00981990,145.92,A-01,2021-01-22,10,10,10,2021-02-02,2021-05-02
K03205,KP000913C3,285.0,A-01,2021-01-20,10,10,10,2021-02-24,2021-03-02
K03205,KP000913C3,142.5,A-01,2021-01-20,5,5,5,2021-02-24,2021-03-02
K04877,KP0025M658,31.8,A-01,2021-01-20,10000,10000,10000,2021-01-24,2021-01-29
K04791,KP0063B009,0.0,A-01,2021-01-20,50,50,50,2021-12-07,2021-04-14
K04791,KP0063B009,12183.5,A-01,2021-01-20,295,295,295,2021-12-07,2021-04-14
K04791,KP0063B009,8466.5,A-01,2021-01-20,205,205,205,2021-12-07,2021-04-14
K00876,M0000009,228.3,A-01,2021-01-20,1,1,1,2021-01-20,2021-01-21
K04733,RB00402314,8400.0,B-01,2020-12-30,300,300,300,2021-03-30,2021-01-04
K04733,RB00402314,8064.0,B-01,2021-03-02,288,288,288,2021-07-15,2021-05-05
K04803,PVP0405439,774.0,A-01,2021-01-22,20000,20000,20000,2021-02-24,2021-02-19
K04803,PVP0405439,774.0,A-01,2021-01-22,20000,20000,20000,2021-02-24,2021-02-18
K04803,PVP0405439,774.0,A-01,2021-01-22,20000,20000,20000,2021-02-24,2021-05-03
K04769,KP0064B003,766.0,A-01,2021-05-02,680,680,680,2021-02-16,2021-02-16
K04769,KP0064B004,766.0,A-01,2021-05-02,680,680,680,2021-02-16,2021-02-16
K04386,17200132,2601.36,A-01,2021-01-21,14452,14452,14452,2021-02-14,2021-12-02
K02733,KS00525008,849.6,B-01,2021-01-22,1600,1600,1600,2021-05-30,2021-04-16
K02993,24000022,3000.0,B-01,2021-01-22,5000,5000,5000,2021-04-05,2021-03-19
K03444,24000005,4459.12,B-01,2021-02-26,3115,3115,3115,2021-04-13,2021-09-04
K02699,24000001,3392.48,B-01,2021-01-13,1040,1040,1040,2021-06-05,2021-05-05
K02699,24000007,9006.4,B-01,2021-01-13,1040,1040,1040,2021-06-05,2021-05-05
K03094,HDE0210815,1912.0,A-01,2021-05-03,20000,20000,20000,2021-03-15,2021-03-15
K04491,HDE0610275,1200.0,A-01,2021-01-25,20000,20000,20000,2021-02-17,2021-02-19
K04664,HDE0610542,469.92,A-01,2021-01-25,6,6,6,2021-08-03,2021-05-03
K03909,HDE0700479,395.2,A-01,2021-01-25,5200,5200,5200,2021-02-22,2021-05-02
K04152,HDE0H03444,230.23,A-01,2021-01-25,805,805,805,2021-11-05,2021-02-19
K04152,HDE0H03445,230.23,A-01,2021-01-25,805,805,805,2021-11-05,2021-02-19
K04152,HDE0H03446,276.28,A-01,2021-01-25,966,966,966,2021-11-05,2021-02-19
K04152,HDE0H03447,457.6,A-01,2021-01-25,1600,1600,1600,2021-11-05,2021-02-19
K04152,HDE0H03448,366.08,A-01,2021-01-25,1280,1280,1280,2021-11-05,2021-02-19
K04152,HDE0H03449,91.52,A-01,2021-01-25,320,320,320,2021-11-05,2021-02-19
K04152,HDE0H03450,366.08,A-01,2021-01-25,1280,1280,1280,2021-11-05,2021-02-19
K04152,HDE0H03451,45.47,A-01,2021-01-25,159,159,159,2021-11-05,2021-02-19
K04152,HDE0H03452,227.37,A-01,2021-01-25,795,795,795,2021-11-05,2021-02-19
K03094,HDE0H05003,2832.0,A-01,2021-01-25,20000,20000,20000,2021-04-13,2021-09-04
K04660,HDE0H06007,779.9,A-01,2021-01-25,10000,10000,10000,2021-04-29,2021-04-30
K02739,22000878,1655.0,B-01,2021-01-25,2500,2500,2500,2021-06-05,2021-06-04
K04660,HDE0H22013,8654.28,A-01,2021-05-28,9840,9840,9840,2021-05-27,2021-05-28
K02728,22000648,893.75,B-01,2021-01-25,1128,1128,1128,2021-04-20,2021-03-05
K02728,22000657,2333.7,B-01,2021-01-25,1084,1084,1084,2021-04-20,2021-03-05
K03447,HDE0H39001,1061.0,A-01,2021-01-25,10000,10000,10000,2021-03-24,2021-12-03
K03447,HDE0H39001,1061.0,A-01,2021-01-25,10000,10000,10000,2021-03-24,2021-03-26
K02728,22000662,939.09,B-01,2021-01-26,502,502,502,2021-08-04,2021-06-04
K04537,BI00390004,2085.0,B-01,2021-01-29,5000,5000,5000,2021-03-25,2021-03-26
K04544,BI00611008,355.0,B-01,2021-04-02,5000,5000,5000,2021-03-23,2021-03-25
K00967,M080000072,0.0,A-01,2021-01-25,40,40,40,2021-08-06,2021-01-29
K04512,M080000150,432.0,A-01,2021-01-25,600,600,600,2021-09-02,2021-12-02
K02028,M080000160,10.0,A-01,2021-01-25,50,50,50,2021-01-26,2021-01-27
K04624,00986010,272.5,A-01,2021-01-26,25,25,25,2021-01-02,2021-12-02
K04538,BI00419018,5180.0,B-01,2021-01-29,2800,2800,2800,2021-05-16,2021-04-30
K04538,BI00419018,13320.0,B-01,2021-01-29,7200,7200,7200,2021-05-16,2021-04-30
K04550,BI00703024,1632.47,B-01,2021-01-22,4860,4860,4860,2021-04-27,2021-06-18
K03068,17200130,4496.86,A-01,2021-01-26,24573,24573,24573,2021-01-03,2021-05-03
K03068,17200135,4460.0,A-01,2021-01-26,20000,20000,20000,2021-11-03,2021-05-03
K02699,17200119,3026.0,A-01,2021-01-26,20000,20000,20000,2021-03-14,2021-03-15
K02771,17000115,3940.0,B-01,2021-01-26,2000,2000,2000,2021-04-15,2021-05-03
K02771,17000115,3940.0,B-01,2021-01-26,2000,2000,2000,2021-04-15,2021-04-15
K02761,17000124,1990.84,B-01,2021-01-26,120950,120950,120950,2021-08-26,2021-06-30
K02756,17000127,1230.0,B-01,2021-01-26,100000,100000,100000,2021-04-29,2021-04-30
K00876,M0000009,456.6,A-01,2021-01-27,2,2,2,2021-01-27,2021-01-28
K04074,KS00100703,3158.5,B-01,2021-03-02,5000,5000,5000,2021-12-04,2021-04-14
K04063,KS00355702,3293.61,B-01,2021-05-02,1010,1010,1010,2021-05-27,2021-05-28
K04477,KS00503704,2351.92,B-01,2021-01-22,2562,2562,2562,2021-04-18,2021-04-16
K03266,KS00617711,1127.28,B-01,2021-01-29,1050,1050,1050,2021-07-04,2021-09-04
K02683,O3 1498030-1,384.5,A-01,2021-01-27,1000,1000,1000,2021-02-24,2021-02-19
K04386,17200125,2700.0,A-01,2021-01-28,20000,20000,20000,2021-02-23,2021-02-26
K02762,17000140,1823.33,B-01,2021-01-28,468,468,468,2021-05-30,2021-02-04
K02762,17000140,1823.33,B-01,2021-01-28,468,468,468,2021-05-30,2021-04-16
K02762,17000140,1823.33,B-01,2021-01-28,468,468,468,2021-05-30,2021-04-23
K02762,17000140,1823.33,B-01,2021-01-28,468,468,468,2021-05-30,2021-04-30
K02762,17000140,1823.33,B-01,2021-01-28,468,468,468,2021-05-30,2021-07-05
K02762,17000140,1823.33,B-01,2021-01-28,468,468,468,2021-05-30,2021-05-14
K02762,17000140,1823.33,B-01,2021-01-28,468,468,468,2021-05-30,2021-05-21
K02762,17000140,1823.33,B-01,2021-01-28,468,468,468,2021-05-30,2021-05-28
K03143,22001421,2369.8,A-01,2021-01-27,2890,2890,2890,2021-02-15,2021-02-17
K00633,39403559,42.5,A-01,2021-01-28,500,500,500,2021-02-24,2021-02-25
K00633,O3 1-1393565-8,10.0,A-01,2021-01-29,2000,2000,2000,2021-02-24,2021-12-02
K00633,O3 1393583-4,22.0,A-01,2021-01-29,200,200,200,2021-02-24,2021-12-02
K00633,O3 4-1393565-4,3.15,A-01,2021-01-29,210,210,210,2021-02-24,2021-12-02
K00633,O3 4-1393565-4,3.15,A-01,2021-01-29,210,210,210,2021-02-24,2021-12-02
K02737,17000168,872.8,B-01,2021-01-29,2438,2438,2438,2021-04-21,2021-03-15
K02737,17000168,902.06,B-01,2021-01-29,2410,2410,2410,2021-04-21,2021-04-16
K02737,17000169,862.78,B-01,2021-01-29,2410,2410,2410,2021-04-21,2021-03-15
K02737,17000169,900.19,B-01,2021-03-19,2405,2405,2405,2021-04-21,2021-04-16
K02737,17000170,905.06,B-01,2021-01-29,2418,2418,2418,2021-04-21,2021-03-15
K02737,17000170,937.69,B-01,2021-01-29,2428,2428,2428,2021-04-21,2021-04-16
K00130,01077134,195.0,A-01,2021-01-29,110,110,110,2021-03-03,2021-05-03
K02760,17000134,467.88,B-01,2021-01-29,22280,22280,22280,2021-03-28,2021-02-26
K02760,17000135,265.58,B-01,2021-01-29,21680,21680,21680,2021-03-28,2021-02-26
K02760,17000137,1116.57,B-01,2021-01-29,5460,5460,5460,2021-03-28,2021-03-26
K02830,28035258,2190.0,A-01,2021-01-29,120000,120000,120000,2021-07-04,2021-09-04
K04719,17000139,517.87,B-01,2021-01-29,25637,25637,25637,2021-03-28,2021-12-03
K02728,17000141,2090.75,B-01,2021-01-29,5000,5000,5000,2021-04-28,2021-04-23
K02727,17000147,395.0,B-01,2021-01-29,10000,10000,10000,2021-03-28,2021-03-31
K03806,ABB0038943-2,95.0,A-01,2021-03-02,3500,3500,3500,2021-09-02,2021-10-02
K00876,M0000009,228.3,A-01,2021-01-02,1,1,1,2021-01-02,2021-02-02
K03066,MV00400170,7154.33,B-01,2021-12-05,556,556,556,2021-05-07,2021-09-07
K03066,MV00400170,5529.16,B-01,2021-06-08,429,429,429,2021-05-07,2021-01-10
K04279,MV00491617,588.32,B-01,2021-03-03,25200,25200,25200,2021-04-13,2021-04-14
K00074,00211959,2450.0,B-01,2021-04-21,100000,100000,100000,2021-03-06,2021-02-06
K03475,M20020107,7237.5,B-01,2021-01-28,250,250,250,2021-03-06,2021-03-06
K00876,M0000009,456.6,A-01,2021-03-02,2,2,2,2021-03-02,2021-04-02
K04803,PVP0405439,774.0,A-01,2021-05-02,20000,20000,20000,2021-03-30,2021-01-03
K04803,PVP0405439,774.0,A-01,2021-05-02,20000,20000,20000,2021-03-30,2021-01-03
K04803,PVP0405439,774.0,A-01,2021-05-02,20000,20000,20000,2021-03-30,2021-03-26
K04803,PVP0405439,774.0,A-01,2021-05-02,20000,20000,20000,2021-03-30,2021-03-19
K04803,PVP0405439,774.0,A-01,2021-05-02,20000,20000,20000,2021-03-30,2021-03-26
K04803,PVP0405439,1037.16,A-01,2021-05-02,26800,26800,26800,2021-03-30,2021-01-04
K00206,29301039,803.0,A-01,2021-02-19,10000,10000,10000,2021-03-31,2021-05-03
K02742,29301050,409.43,A-01,2021-04-21,5150,5150,5150,2021-04-29,2021-04-30
K02771,17000149,1190.0,B-01,2021-04-02,5950,5950,5950,2021-08-23,2021-03-15
K02771,17000149,1000.0,B-01,2021-04-02,5000,5000,5000,2021-08-23,2021-05-21
K03665,18200831,4260.0,A-01,2021-04-02,2000,2000,2000,2021-03-03,2021-05-03
K02934,ABB0000007,474.25,A-01,2021-05-03,5000,5000,5000,2021-03-03,2021-03-19
K02944,ABB0062602,172.58,A-01,2021-04-02,250,250,250,2021-03-29,2021-01-04
K03219,ABB0337436,948.0,A-01,2021-04-28,30000,30000,30000,2021-07-27,2021-06-08
K03088,ABB0343364,294.1,A-01,2021-04-02,2000,2000,2000,2021-03-24,2021-03-26
K02028,ABB0869526,35.6,A-01,2021-04-02,200,200,200,2021-04-02,2021-05-02
K00130,01065045,615.0,A-01,2021-02-19,107,107,107,2021-03-18,2021-03-19
K00293,27603772,894.47,A-01,2021-05-02,23000,23000,23000,2021-03-29,2021-03-19
K00206,28003325,339.9,A-01,2021-05-02,20600,20600,20600,2021-03-31,2021-01-04
K02938,28035203,2625.93,A-01,2021-05-02,9780,9780,9780,2021-05-18,2021-01-04
K00016,40063526,601.44,A-01,2021-05-02,3200,3200,3200,2021-03-15,2021-03-19
K00016,40063525,563.52,A-01,2021-05-02,2400,2400,2400,2021-03-15,2021-03-19
K00016,40063527,671.36,A-01,2021-05-02,3200,3200,3200,2021-03-15,2021-03-19
K03077,003003663,932.8,B-01,2021-05-02,265,265,265,2021-05-20,2021-05-03
K00633,O3 1-1393583-5,19.0,A-01,2021-02-18,200,200,200,2021-03-03,2021-04-03
K00633,O3 1-1393565-9,5.0,A-01,2021-02-19,1000,1000,1000,2021-03-03,2021-05-03
K04386,KU00024748-4,1123.5,A-01,2021-05-02,1498,1498,1498,2021-02-03,2021-05-03
K03252,TF00000005,1135.0,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-05-03
K03252,TF00000005,1135.0,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-12-03
K03252,TF00000005,1135.0,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-03-19
K03252,TF00000005,1135.0,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-03-26
K03252,TF00000005,1135.0,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-04-16
K03252,TF00000005,1135.0,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-04-23
K03252,TF00000005,1135.0,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-04-30
K03252,TF00000005,1135.0,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-07-05
K03252,TF00000005,1135.0,A-01,2021-05-02,250000,250000,250000,2021-05-16,2021-12-05
K03252,DMR0000005,265.32,A-01,2020-12-23,36000,36000,36000,2021-03-14,2021-04-03
K03252,DMR0000005,471.68,A-01,2021-08-01,64000,64000,64000,2021-03-14,2021-03-16
K03068,17200135,4460.0,A-01,2021-08-02,20000,20000,20000,2021-11-03,2021-03-19
K04386,27601374,496.32,A-01,2021-08-02,24816,24816,24816,2021-04-03,2021-05-03
K04876,M20020355,4942.5,B-01,2020-09-11,750,750,750,2021-05-25,2021-12-03
K04074,MV00491414,3952.0,B-01,2021-01-22,76000,76000,76000,2021-05-24,2021-05-28
K04298,MV00491677,648.0,B-01,2021-01-25,9000,9000,9000,2021-04-05,2021-03-05
K04301,MV00491676,3656.0,B-01,2021-02-04,10000,10000,10000,2021-05-16,2021-05-19
K03822,KU00024748-5,10089.78,A-01,2021-08-02,2022,2022,2022,2021-06-04,2021-09-04
K00967,18000000,1550.0,A-01,2021-09-02,1000,1000,1000,2021-04-15,2021-01-04
K00967,18000000,775.0,A-01,2021-09-02,500,500,500,2021-04-15,2021-04-19
K04063,ZG00003106,3900.4,A-01,2021-05-02,245,245,245,2021-04-27,2021-04-28
K03047,ZG00003102,220.0,A-01,2021-09-02,200,200,200,2021-04-13,2021-09-04
K03958,17000218,5693.69,B-01,2021-09-02,2772,2772,2772,2021-06-05,2021-06-04
K03958,17000218,5693.69,B-01,2021-09-02,2772,2772,2772,2021-06-05,2021-06-05
K03266,KS00617002,1313.6,B-01,2021-12-02,1000,1000,1000,2021-09-28,2021-04-23
K03001,HD00020007,2955.0,B-01,2021-05-03,1500,1500,1500,2021-04-28,2021-04-30
K00130,01061592,247.7,A-01,2021-12-02,5,5,5,2021-03-14,2021-05-03
K03252,TF00000009,738.41,A-01,2021-10-02,400,400,400,2021-08-03,2021-05-03
K04386,38001158,1060.0,A-01,2021-03-03,200000,200000,200000,2021-03-16,2021-03-17
K04386,ZEMZUSCHLA,1319.04,A-01,2021-03-17,0,0,1,2021-03-16,2021-03-17
K00876,M0000009,228.3,A-01,2021-10-02,1,1,1,2021-10-02,2021-11-02
K00313,00981988,448.0,A-01,2021-10-02,20,20,20,2021-08-03,2021-05-03
K03845,VW00100800,568.08,A-01,2021-10-02,1578,1578,1578,2021-02-24,2021-03-24
K04580,17000132-1,250.0,B-01,2021-10-02,50000,50000,50000,2021-03-30,2021-03-31
K02740,17000122,1514.28,B-01,2021-02-15,105894,105894,105894,2021-05-20,2021-12-05
K02740,17000123,781.2,B-01,2021-10-02,31500,31500,31500,2021-05-20,2021-12-05
K04533,BI00102328,1838.02,B-01,2021-02-26,960,960,960,2021-10-05,2021-04-30
K04533,BI00102304,2177.5,B-01,2021-02-26,1168,1168,1168,2021-10-05,2021-04-30
K02728,17000207,4200.0,B-01,2021-10-02,15000,15000,15000,2021-05-19,2021-04-16
K02756,17000128,420.0,B-01,2021-10-02,10000,10000,10000,2021-05-27,2021-05-14
K02737,17000168,902.06,B-01,2021-10-02,2410,2410,2410,2021-07-15,2021-05-20
K02737,17000168,898.32,B-01,2021-05-19,2400,2400,2400,2021-07-15,2021-06-16
K02737,17000169,913.67,B-01,2021-10-02,2441,2441,2441,2021-07-18,2021-05-20
K02737,17000169,898.32,B-01,2021-10-02,2400,2400,2400,2021-07-18,2021-06-16
K02737,17000170,909.92,B-01,2021-10-02,2431,2431,2431,2021-07-15,2021-05-20
K02737,17000170,926.88,B-01,2021-10-02,2400,2400,2400,2021-07-15,2021-06-16
K04329,MV00491522,2998.0,B-01,2021-03-02,4000,4000,4000,2021-04-22,2021-07-04
K04615,KS00355001,1875.0,B-01,2021-06-08,10000,10000,10000,2021-09-29,2021-01-10
K04074,MV00491410,4640.78,B-01,2021-11-02,71950,71950,71950,2021-04-07,2021-01-07
K04074,MV00491414,3848.0,B-01,2021-02-25,74000,74000,74000,2021-05-07,2021-01-07
K04074,KS00100703,1579.25,B-01,2021-04-30,2500,2500,2500,2021-07-07,2021-09-07
K04074,KS00505701,1699.4,B-01,2021-05-03,2000,2000,2000,2021-04-28,2021-04-30
K04074,KS00100703,1579.25,B-01,2021-06-08,2500,2500,2500,2021-10-14,2021-10-15
K04600,NW00009031,11468.52,B-01,2021-01-27,6300,6300,6300,2021-05-17,2021-05-19
K04386,ABB0038943,466.66,A-01,2021-03-03,3500,3500,3500,2021-03-16,2021-03-17
K03806,27900057,337.14,A-01,2021-12-02,5032,5032,5032,2021-02-25,2021-02-26
K04848,RA00000340,12340.22,A-01,2020-10-12,2304,2304,2304,2021-07-27,2021-01-04
K04848,RA00000340,12340.22,A-01,2021-05-02,2304,2304,2304,2021-05-26,2021-05-28
K04850,RA00000580,768.0,A-01,2021-05-03,3840,3840,3840,2021-05-17,2021-05-17
K04152,HDE0H03446,230.23,A-01,2021-02-15,805,805,805,2021-11-05,2021-03-19
K04152,HDE0H03447,228.8,A-01,2021-02-15,800,800,800,2021-11-05,2021-03-19
K04152,HDE0H03448,183.04,A-01,2021-02-15,640,640,640,2021-11-05,2021-03-19
K04152,HDE0H03449,274.56,A-01,2021-02-15,960,960,960,2021-11-05,2021-03-19
K04152,HDE0H03450,457.6,A-01,2021-02-15,1600,1600,1600,2021-11-05,2021-03-19
K04152,HDE0H03451,363.79,A-01,2021-02-15,1272,1272,1272,2021-11-05,2021-03-19
K02742,HDE0H04002,1287.5,A-01,2021-02-15,25000,25000,25000,2021-03-24,2021-03-26
K04660,HDE0H22013,8795.0,A-01,2021-10-03,10000,10000,10000,2021-06-30,2021-06-18
K04152,HDE0H26001,758.91,A-01,2021-02-15,3136,3136,3136,2021-03-28,2021-03-26
K02506,02284329,1825.2,B-01,2021-12-03,104,104,104,2021-08-04,2021-04-16
K03609,DMR0000024,474.0,A-01,2021-02-19,10,10,10,2021-04-03,2021-05-03
K02437,DMR0000021,198.7,A-01,2021-01-25,10,10,10,2021-02-23,2021-01-03
K02437,DMR0000020,137.7,A-01,2021-01-25,5,5,5,2021-02-23,2021-01-03
K00876,M0000009,456.6,A-01,2021-02-16,2,2,2,2021-02-17,2021-02-18
K04386,38000465,4688.0,A-01,2021-02-17,146500,146500,146500,2021-03-18,2021-03-19
K04386,ZEMZUSCHLA,1087.36,A-01,2021-02-17,0,0,1,2021-03-18,2021-03-19
K03665,BI00500837,8790.6,B-01,2021-09-04,420,420,420,2021-06-04,2021-09-04
K00687,KS00500702,680.0,B-01,2021-01-29,680,680,680,2021-05-24,2021-05-21
K04074,MV00491409,2685.45,B-01,2021-01-13,89515,89515,89515,2021-05-31,2021-02-06
K04298,MV00491411,3156.0,B-01,2021-04-30,30000,30000,30000,2021-06-13,2021-11-06
K04329,MV00491412,4892.8,B-01,2021-01-29,32000,32000,32000,2021-04-22,2021-07-05
K02746,MV00491425,1402.33,B-01,2021-04-21,47058,47058,47058,2021-05-30,2021-02-06
K02728,17000206,1638.0,B-01,2021-02-18,6000,6000,6000,2021-08-04,2021-04-14
K03252,DMR0000001,2985.6,A-01,2021-12-02,60000,60000,60000,2021-04-28,2021-01-04
K03252,DMR0000001,995.2,A-01,2021-02-18,20000,20000,20000,2021-04-28,2021-01-04
K03252,DMR0000001,248.8,A-01,2021-02-18,5000,5000,5000,2021-04-28,2021-01-04
K03252,DMR0000001,746.4,A-01,2021-02-18,15000,15000,15000,2021-04-28,2021-01-04
K03252,DMR0000002,950.56,A-01,2021-04-03,203,203,203,2021-04-28,2021-01-04
K03252,DMR0000003,905.2,A-01,2021-01-22,124000,124000,124000,2021-04-28,2021-01-04
K03252,DMR0000003,1168.0,A-01,2021-02-18,160000,160000,160000,2021-04-28,2021-01-04
K03252,DMR0000004,1450.5,A-01,2021-02-25,150000,150000,150000,2021-04-28,2021-01-04
K00806,11000055,267.12,A-01,2021-02-18,6,6,6,2021-03-15,2021-12-03
K00130,17200110,852.83,A-01,2021-02-18,389,389,389,2021-03-18,2021-02-26
K04275,KS00113704,1348.46,B-01,2021-05-03,1910,1910,1910,2021-04-25,2021-04-23
K00687,KS00500003,2500.0,B-01,2021-05-02,2500,2500,2500,2021-05-19,2021-05-28
K04488,KS00500705,542.0,B-01,2021-03-25,2000,2000,2000,2021-04-20,2021-04-22
K04482,KS00508701,800.1,B-01,2021-12-02,3000,3000,3000,2021-04-15,2021-04-16
K00074,17000186,1201.2,B-01,2021-02-18,12000,12000,12000,2021-04-18,2021-04-15
K02734,17000120,1284.45,B-01,2021-02-18,36594,36594,36594,2021-12-07,2021-10-06
K04413,DR00516055,1150.72,B-01,2021-02-19,928,928,928,2021-03-25,2021-05-03
K00074,00345677,691.95,Z-DIEHL,2021-02-24,5187,5187,5187,2021-03-22,2021-03-24
K00074,00345655,691.95,Z-DIEHL,2021-02-24,5187,5187,5187,2021-03-22,2021-03-24
K00876,M0000009,456.6,A-01,2021-02-22,2,2,2,2021-02-22,2021-02-23
K00633,O3 4-1393565-4,6.3,A-01,2021-02-26,420,420,420,2021-03-03,2021-12-03
K00633,O3 1-1393583-5,19.0,A-01,2021-05-03,200,200,200,2021-03-03,2021-03-19
K00633,29300357,26.0,A-01,2021-02-19,2000,2000,2000,2021-03-03,2021-12-03
K04236,MV00491533,6745.0,B-01,2021-03-24,26980,26980,26980,2021-05-05,2021-05-05
K04386,02271822,11480.0,A-01,2020-10-16,28,28,28,2021-06-13,2021-11-06
K04279,MV00491617,610.4,B-01,2021-03-26,25200,25200,25200,2021-03-05,2021-07-05
K04279,MV00491617,587.9,B-01,2021-04-23,25200,25200,25200,2021-06-06,2021-04-06
K03806,KP0064C007,95.0,A-01,2021-02-26,6450,6450,6450,2021-11-03,2021-05-03
K00876,M0000009,228.3,A-01,2021-02-24,1,1,1,2021-02-24,2021-02-25
K04413,KP0064C184,164.56,A-01,2021-02-24,6800,6800,6800,2021-10-03,2021-05-03
K03252,DMR0000014,665.86,A-01,2021-02-23,3600,3600,3600,2021-08-04,2021-09-03
K03252,DMR0000014,277.44,A-01,2021-02-24,1500,1500,1500,2021-08-04,2021-09-03
K03252,DMR0000015,172.92,A-01,2021-02-23,6000,6000,6000,2021-08-04,2021-09-03
K04537,BI00102200,1621.5,B-01,2021-03-19,5000,5000,5000,2021-05-27,2021-05-28
K04534,BI00591098,740.0,B-01,2021-05-03,2000,2000,2000,2021-10-06,2021-04-06
K04061,BI00210018,900.0,B-01,2021-05-03,5000,5000,5000,2021-05-30,2021-04-06
K04413,KS00525765-1,397.51,B-01,2021-12-03,313,313,313,2021-03-25,2021-03-26
K04607,KS00520716-1,320.0,B-01,2021-05-03,500,500,500,2021-03-25,2021-03-26
K03475,HDE0004011,1336.0,A-01,2021-02-26,100,100,100,2021-04-03,2021-05-03
K00130,01061613,872.92,A-01,2021-02-26,21,21,21,2021-03-30,2021-03-26
K00130,01063197,764.0,A-01,2021-04-03,88,88,88,2021-03-30,2021-01-04
K04386,18004656,3328.2,A-01,2021-02-26,309600,309600,309600,2021-06-20,2021-06-18
K00206,00320397,361.68,A-01,2021-02-26,54800,54800,54800,2021-04-13,2021-09-04
K02771,17000150,496.5,B-01,2021-02-26,7500,7500,7500,2021-11-16,2021-11-06
K02771,17000150,165.5,B-01,2021-02-26,2500,2500,2500,2021-11-16,2021-11-06
K04386,38002192,900.0,A-01,2021-02-26,15000,15000,15000,2021-03-18,2021-03-19
K04386,ZEMZUSCHLA,138.46,A-01,2021-02-26,0,0,1,2021-03-18,2021-03-19
K00876,M0000009,456.6,A-01,2021-01-03,2,2,2,2021-01-03,2021-02-03
K04428,D44000001,4540.0,A-01,2021-03-15,40,40,40,2021-08-09,2021-04-29
K04428,D44000001,4540.0,A-01,2021-04-23,40,40,40,2021-08-09,2021-07-06
K04428,D44000001,4540.0,A-01,2021-07-23,40,40,40,2021-08-09,2021-07-09
K04850,RA00000180,204.6,A-01,2021-04-27,300,300,300,2021-04-26,2021-04-27
K04850,RA00000180,34.1,A-01,2021-04-27,50,50,50,2021-04-26,2021-04-27
